,Names,Situacoes
991,CAPITALE SECURITIZADORA DE CREDITO S.A.,Concedido em 07/03/2014
992,CAPITALPART PARTICIPAÇÕES SA,Concedido em 09/07/1998
993,CAPRI LOGISTICA S/A,Cancelado em 29/05/2015
994,CAPRI PARTICIPAÇÕES SA,Cancelado em 30/03/2009
995,CAPRIBOI CAPRINOS E BOVINOS DO CEARÁ SA,Cancelado em 14/02/2012
996,CAPRIG CIA AGRI PORTEIRAS RG,Cancelado em 24/10/1994
997,CAPRINOCULTURA DO PI SA,Cancelado em 14/02/2012
998,CAPRINOR SA-AGROPEC INDL COML,Cancelado em 28/09/2008
999,CAPRINOS DA BAHIA SA,Cancelado em 14/02/2012
1000,CARAIBA METAIS SA,Cancelado em 13/11/2009
1001,CARAJAS AGRO FLORESTAL SA,Cancelado em 14/02/2012
1002,CARAMURU ALIMENTOS DE MILHO SA,Cancelado em 26/03/1986
1003,CARANA CIA AGOPAST RIO ANAJAS,Cancelado em 24/10/2012
1004,CARANA CIA AGOPAST RIO ANAJAS,Cancelado em 17/09/2019
1005,CARATINGA AGROPEC SA,Cancelado em 23/10/2006
1006,CARBODERIVADOS SA,Cancelado em 21/02/2002
1007,CARBOMIL QUÍMICA S/A,Cancelado em 03/05/2013
1008,CARBOMIL SA MINER. E INDUSTRIA,Concedido em 27/07/1993
1009,CARBOVEGETAL SA IND E COM,Cancelado em 14/02/2012
1010,CARCINICULTURA KAMMAROS SA,Cancelado em 14/02/2012
1011,CARCINICULTURA KAMMAROS SA,Cancelado em 31/10/2012
1012,CARFEPE SA - ADMINISTRADORA E PARTICIPADORA,Cancelado em 04/01/2010
1013,CARGILL FERTILIZANTES SA,Cancelado em 20/08/2003
1014,CARIRI INDUSTRIAL DE OLEOS SA,Cancelado em 07/05/2010
1015,CARNAIBAS AGROPEC SA,Cancelado em 14/02/2012
1016,CARNAIBAS AGROPEC SA,Cancelado em 14/12/2012
1017,CAROBA AGROPEC SA,Cancelado em 14/02/2012
1018,CARTAXO AGROPEC SA,Cancelado em 14/02/2012
1019,CARTONBRAS CARTON.DO BRASIL SA,Cancelado em 28/09/2008
1020,CARVPLAST IND COM PLASTICOS SA,Cancelado em 06/10/2010
1021,CASA ANGLO BRASILEIRA S/A,Cancelado em 09/08/2005
1022,CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.,Concedido em 13/02/2019
1023,CASA DICO SA COM E INDUSTRIA,Cancelado em 05/06/1987
1024,CASA JOSE SILVA CONFECCOES SA,Cancelado em 30/12/1998
1025,CASA MASSON SA COM E INDUSTRIA,Cancelado em 22/03/2005
1026,CASAS DA BANHA COMERCIO E INDUSTRIA SA,Cancelado em 20/12/2005
1027,CASCAIS PARTICIPACOES SA,Cancelado em 13/12/1999
1028,CASCAJU AGROINDUSTRIAL SA,Cancelado em 28/09/1988
1029,CASMIG CIA AGRI SAO MIGUEL,Cancelado em 14/02/2012
1030,CASSARO SA IND E COM,Cancelado em 14/02/2012
1031,CASTANHA INDL DO PI SA,Cancelado em 14/02/2012
1032,CASTELO AGRICOLA SA,Cancelado em 14/02/2012
1033,CASTIÇA AGROPECUARIA SA,Cancelado em 29/12/2001
1034,CATA NE SA,Cancelado em 21/12/2007
1035,CAUARUAU AGROPEC SA,Cancelado em 14/02/2012
1036,CAUCAIA AGROPEC SA - CAPISA,Cancelado em 14/02/2012
1037,CAUCAIA INDUSTRIAL SA CAISA,Cancelado em 17/02/1997
1038,CAUIPE AGROINDL SA,Cancelado em 14/02/2012
1039,CAULIM DO NE SA,Cancelado em 06/03/2010
1040,CAUME AGROPASTORIL SA,Cancelado em 01/06/2017
1041,CAVIANA AGROPECUARIA SA,Cancelado em 28/09/2008
1042,CAVISA - CAMPOS VILAR SA,Cancelado em 14/02/2012
1043,CBCC PARTICIPAÇÕES SA,Cancelado em 16/11/2010
1044,CBEI CIA BRASILEIRA ENGENHARIA E INDUSTRIA,Cancelado em 09/08/2005
1045,CBH CIA BRAS HABITACAO,Cancelado em 04/03/1985
1046,CBM CIA BRAS DE EMBALAGENS,Cancelado em 14/02/2012
1047,CBS-CIA BRAS DE SAL REFINADO,Cancelado em 28/09/2008
1048,CBV EQUIPAMENTOS INDS SA,Cancelado em 04/12/1987
1049,CBV INDUSTRIA MECANICA SA,Cancelado em 13/05/1999
1050,CBV NORDESTE IND MECANICA SA,Cancelado em 15/08/1994
1051,CCB - CIA CRIADORA DE BULAFOS,Cancelado em 14/02/2012
1052,CCB BRASIL ARRENDAMENTO MERCANTIL S/A,Concedido em 16/11/1995
1053,CCB CIA DE CITRICOS DO BRASIL,Cancelado em 12/11/2003
1054,CCC CERAMICA CONSTR E COM SA,Cancelado em 17/04/1995
1055,CCC CIA DE CARBONOS COLOIDAIS,Cancelado em 20/12/2005
1056,CCE IND COM,Cancelado em 12/03/1986
1057,CCO AGROPEC SA,Cancelado em 14/02/2012
1058,CCR S.A.,Concedido em 19/12/2000
1059,CCX CARVÃO DA COLOMBIA S.A. - EM LIQUIDAÇÃO,Concedido em 19/07/2006
1060,CEAGESP CIA ENTR ARM GERAIS SP,Cancelado em 27/03/1996
1061,CECAL-CERAMICA CASCAVEL SA,Cancelado em 14/02/2012
1062,CECASA,Cancelado em 21/03/2006
1063,CECRISA REVESTIMENTOS CERAMICOS SA,Cancelado em 13/03/2012
1064,CEESA-CONST.ESTRADAS ESTR. SA,Cancelado em 11/01/1995
1065,CEL PARTICIPAÇÕES S.A. - CELPAR,Concedido em 01/12/1997
1066,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,Concedido em 12/12/2018
1067,CELG DISTRIBUIÇÃO S.A. - CELG D,Cancelado em 29/04/2008
1068,CELITE SA IND E COMERCIO,Cancelado em 29/06/1999
1069,CELM CIA EQUIP LABS MODERNOS,Cancelado em 04/01/2011
1070,CELULAR CRT PARTICIPAÇÕES S.A.,Cancelado em 22/02/2006
1071,CELULOSE E PAPEL DE PERNAMBUCO S/A,Cancelado em 12/04/2018
1072,CEMA AGROINDL SA,Cancelado em 14/02/2012
1073,CEMAG SA,Cancelado em 04/01/2010
1074,CEMEPE INVESTIMENTOS SA,Concedido em 28/06/1991
1075,CEMIG DISTRIBUIÇÃO S/A,Concedido em 25/09/2006
1076,CEMIG GERAÇÃO E TRANSMISSÃO S/A,Concedido em 10/10/2006
1077,CEMIG TELECOMUNICAÇÕES S/A,Cancelado em 31/03/2018
1078,CEMISA-COQUEIROS CEARA MIRIM,Cancelado em 09/09/2004
1079,CENTENNIAL ASSET PART. MINAS-RIO S/A,Cancelado em 11/11/2013
1080,CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA,Cancelado em 24/03/2014
1081,CENTENO & MOREIRA S/A,Cancelado em 14/02/2012
1082,CENTENOR EMPREEND SA,Cancelado em 14/02/2012
1083,CENTENOR EMPREEND SA,Concedido em 12/01/2015
1084,CENTRAIS ELETRICAS BRASILEIRAS SA,Concedido em 28/01/1971
1085,CENTRAIS ELÉTRICAS CACHOEIRA DOURADA S/A,Cancelado em 17/09/2001
1086,CENTRAIS ELETRICAS DE SANTA CATARINA S.A,Concedido em 26/03/1973
1087,CENTRAL ACUCAR STO ANTONIO SA,Cancelado em 14/02/2012
1088,CENTRAL E. G. R. AJURICABA SA,Cancelado em 14/02/2012
1089,CENTRO AGROPASTORIL RIACHO NAVIO S/A,Cancelado em 06/03/2010
1090,CENTRO DE IMAGEM DIAGNÓSTICOS S.A.,Concedido em 26/10/2016
1091,CENTRO HOSPITALAR  ALBERT SABIN SA,Cancelado em 04/01/2010
1092,CENTRO OTICO DA AMAZONIA SA,Cancelado em 14/02/2012
1093,CENTRO SECULO XXI SA,Cancelado em 16/12/2002
1094,CENTROVIAS-SISTEMAS RODOVIARIOS S/A,Cancelado em 23/12/2019
1095,CEPEBE SA,Cancelado em 06/07/1987
1096,CERAMICA CHIARELLI SA - EM RECUPERAÇÃO JUDICIAL,Cancelado em 30/11/2016
1097,CERAMICA CORDEIRO DO NE SA,Cancelado em 28/09/2008
1098,CERAMICA DE MOSSORO SA  CERAMOS,Cancelado em 17/10/2005
1099,CERAMICA JUNCO SA,Cancelado em 14/02/2012
1100,CERAMICA PORTO FERREIRA SA,Cancelado em 06/10/1995
1101,CERAMICA QUEIROZ SA,Cancelado em 24/10/2012
1102,CERAMICA ROSALINO SA,Cancelado em 14/02/2012
1103,CERAMICA SANTA MARCIA SA,Cancelado em 10/12/1987
1104,CERAMICA SANTA MARCIA SA,Cancelado em 14/02/2012
1105,CERAMICA SANTO ANTONIO SA,Cancelado em 16/10/1987
1106,CERAMICA SAO JOSE GUACU,Cancelado em 12/09/1988
1107,CERAMICA SERGIPE SA CERSESA,Cancelado em 12/09/2007
1108,CERAMICA TERRACOTA SA,Cancelado em 28/09/2008
1109,CÉRAMUS BAHIA S.A. - PRODUTOS CERÂMICOS,Cancelado em 22/07/2010
1110,CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO,Concedido em 27/09/1971
1111,CETENCO ENGENHARIA SA,Cancelado em 22/11/2002
1112,CETERP-CENT TELEF RIB PRETO SA,Cancelado em 24/10/2000
1113,CETIP S.A. - MERCADOS ORGANIZADOS,Cancelado em 03/07/2017
1114,CEVAL CENTRO OESTE S/A,Cancelado em 14/02/2012
1115,CEVAL PARTICIPAÇOES SA,Cancelado em 15/10/1999
1116,CEVEKOL SA IND COM PROD QUIM,Cancelado em 22/03/2005
1117,CHAPADA DA PRATA SA,Cancelado em 24/10/2012
1118,CHAPADA DA PRATA SA,Cancelado em 20/07/2015
1119,CHAPADAO AGRI SA,Cancelado em 27/06/1997
1120,CHAPECO CIA INDL DE ALIMENTOS,Cancelado em 03/06/1994
1121,CHAPECO PARANA SA IND E COM,Cancelado em 16/08/1988
1122,CHASE MANHATTAN LEASING SA A M,Cancelado em 07/07/2000
1123,CHAVES HOT E TUR SA,Cancelado em 14/02/2012
1124,CHEMICAL TRUST S/A,Cancelado em 07/01/2005
1125,CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.,Cancelado em 19/10/2015
1126,CIA AGREGADOS LEVES DO PARA,Cancelado em 28/09/2008
1127,CIA AGRI DO MA,Cancelado em 24/03/1998
1128,CIA AGRI MATA ESCURA,Cancelado em 11/11/1996
1129,CIA AGRICOLA ARAPUA,Cancelado em 14/02/2012
1130,CIA AGRICOLA ARAPUA,Cancelado em 28/03/2017
1131,CIA AGRICOLA DO ACARA,Cancelado em 07/11/1997
1132,CIA AGRICOLA DO JOHA - CAJA,Cancelado em 09/10/2007
1133,CIA AGRICOLA FAZENDA GALICIA,Cancelado em 14/02/2012
1134,CIA AGRICOLA FORTALEZA,Cancelado em 14/02/2012
1135,CIA AGRICOLA INDUSTRIAL PECUARIA ITATIRA,Cancelado em 14/02/2012
1136,CIA AGRICOLA MASSANGANO,Cancelado em 14/02/2012
1137,CIA AGRICOLA SANTO ANTONIO,Cancelado em 14/02/2012
1138,CIA AGRICOLA SERRA D'AGUA,Cancelado em 08/01/2007
1139,CIA AGRICOLA VALE DO RIO UTINGA,Cancelado em 14/02/2012
1140,CIA AGRICOLA VALE DO ZUTIUA,Cancelado em 28/09/2008
1141,CIA AGRICOLA VOLTA DO RIO,Cancelado em 14/02/2012
1142,CIA AGRO INDL DE GOIAS CAGIGO,Cancelado em 04/09/1991
1143,CIA AGRO PECUARIA SANTA INES,Cancelado em 09/07/1986
1144,CIA AGROINDL ALIM NE CANAAN,Cancelado em 21/08/2008
1145,CIA AGROINDL BOI BRANCO,Cancelado em 22/09/2014
1146,CIA AGROINDL DO NE P/ EXP,Cancelado em 14/02/2012
1147,CIA AGROINDL NOVA ESPERANCA,Cancelado em 24/10/2012
1148,CIA AGROINDL PARAENSE INDUPARA,Cancelado em 25/07/1992
1149,CIA AGROINDL PIRAMBEBA,Cancelado em 28/09/2008
1150,CIA AGROINDL SALINAS SALISA.,Cancelado em 28/09/2008
1151,CIA AGROINDL SAO JOSE,Cancelado em 14/02/2012
1152,CIA AGROPAST MATA DA CHUVA,Cancelado em 24/10/2012
1153,CIA AGROPASTORIL BEIRA RIO,Cancelado em 28/09/2008
1154,CIA AGROPASTORIL DIAMANTE,Cancelado em 29/07/2011
1155,CIA AGROPASTORIL DO CERRADO,Cancelado em 12/09/2008
1156,CIA AGROPASTORIL JACARANDA BA,Cancelado em 14/02/2012
1157,CIA AGROPASTORIL VALE PIRAGIBA,Cancelado em 21/06/2011
1158,CIA AGROPEC AGROSAN,Cancelado em 12/03/2007
1159,CIA AGROPEC AMAPA BUFALO CAPAB,Cancelado em 21/06/2000
1160,CIA AGROPEC CONTINENTAL,Cancelado em 30/09/2015
1161,CIA AGROPEC DO JAHU,Cancelado em 01/06/2017
1162,CIA AGROPEC DO TRIANGULO,Cancelado em 15/01/2019
1163,CIA AGROPEC E INDL S.GONCALO,Cancelado em 12/02/2008
1164,CIA AGROPEC MONTEIRO,Cancelado em 14/02/2012
1165,CIA AGROPEC RANCHARIA - CAPRI,Cancelado em 03/11/2005
1166,CIA AGROPEC SAO FRANCISCO,Cancelado em 28/09/2008
1167,CIA AGROPEC SIMEIRA,Cancelado em 28/09/2008
1168,CIA AGROPEC STA IZABEL,Cancelado em 06/03/1998
1169,CIA AGROPEC SUL DA BAHIA,Cancelado em 03/07/1992
1170,CIA AGROPEC VALE DO BOQUEIRAO,Cancelado em 14/02/2012
1171,CIA AGROPEC VALE DO MUQUEM,Cancelado em 14/02/2012
1172,CIA ALAGOAS INDUSTRIAL-CINAL,Cancelado em 17/12/2010
1173,CIA ALCOOLQUIM NACIONAL,Cancelado em 14/02/2012
1174,CIA ALGIMAR INDUSTRIA QUIMICA ALGINATOS,Cancelado em 21/03/2006
1175,CIA AMAZONENSE AGROINDL,Cancelado em 28/09/2008
1176,CIA AMAZONENSE DE PROD ELETR,Cancelado em 16/09/1992
1177,CIA AMAZONENSE SAPONIFICACAO,Cancelado em 20/12/2005
1178,CIA AMERICA FABRIL,Cancelado em 21/09/2004
1179,CIA AMERICA SUL CFI,Cancelado em 19/05/1989
1180,CIA ATIV RURAIS DO NE - CARNE,Cancelado em 16/10/2000
1181,CIA AUXILIAR EMP MIN CAEMI,Cancelado em 06/05/1991
1182,CIA AVIC DA AM SA - CEAA,Cancelado em 16/03/2011
1183,CIA AVIC STA INES - COASI,Cancelado em 14/02/2012
1184,CIA AVICOLA DO NE CIANE,Cancelado em 09/12/2003
1185,CIA AVICOLA MASSANGANA CIAMA,Cancelado em 06/04/2005
1186,CIA BAHIANA DE CARNES - COBAC.,Cancelado em 14/02/2012
1187,CIA BANDEIRANTES ARMS GERAIS,Cancelado em 20/05/2011
1188,CIA BANDEIRANTES CFI,Cancelado em 21/07/1997
1189,CIA BANGU DESENVOLVIMENTO PARTICIPAÇÕES,Cancelado em 20/12/2005
1190,CIA BOA VISTA DE ALIMENTOS DO NE,Cancelado em 03/01/2014
1191,CIA BOZANO SIMONSEN COM IND,Cancelado em 22/04/1992
1192,CIA BRAS AGROPASTORIL,Cancelado em 20/09/1996
1193,CIA BRAS COMPON DE CALCADOS,Cancelado em 14/02/2012
1194,CIA BRAS DE AGROPEC - COBRAPE,Cancelado em 05/07/2016
1195,CIA BRAS DE ASFALTO AMAZONIA,Cancelado em 14/02/2012
1196,CIA BRAS DE ASFALTO AMAZONIA,Cancelado em 21/12/2016
1197,CIA BRAS DE LATICINIOS,Cancelado em 14/02/2012
1198,CIA BRAS DE POLIURETANO,Cancelado em 14/02/2012
1199,CIA BRAS DE TORRES,Cancelado em 28/09/2008
1200,CIA BRAS MATERIAIS COBRACO,Cancelado em 29/05/1987
1201,CIA BRAS PLASTICOS MONSANTO,Cancelado em 16/10/1985
1202,CIA BRAS PROJETOS OBRAS CBPO,Cancelado em 14/01/1993
1203,CIA BRASILEIRA DE ESTRUTURAS METALICAS,Cancelado em 13/11/2007
1204,CIA CACHUCHA PASTORIL,Cancelado em 14/02/2012
1205,CIA CACIQUE CAFE SOLUVEL,Cancelado em 23/03/2015
1206,CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN,Concedido em 06/02/1998
1207,CIA CEARA TEXTIL,Cancelado em 28/01/2000
1208,CIA CEARENSE AGROINDL DO CAJU,Cancelado em 14/02/2012
1209,CIA CEARENSE DE CIMEN PORTLAND,Cancelado em 29/12/2000
1210,CIA CERVEJARIA BRAHMA,Cancelado em 08/11/2000
1211,CIA CERVEJARIA CUIABANA,Cancelado em 24/10/1997
1212,CIA CIMENTO ATOL,Cancelado em 27/11/1995
1213,CIA CIMENTO IPANEMA,Cancelado em 06/02/1991
1214,CIA CIMENTO PORTL GAUCHO,Cancelado em 12/04/1993
1215,CIA CIMENTO PORTL PARAISO,Cancelado em 31/03/1997
1216,CIA CIMENTO SALVADOR,Cancelado em 24/06/1988
1217,CIA COMERCIAL BORBA CAMPO,Cancelado em 22/11/2006
1218,CIA COML SCHRADER,Cancelado em 28/09/2000
1219,CIA CONSTRUTORA PEDERNEIRAS,Cancelado em 21/03/2006
1220,CIA CRIADORA DE PEIXES IRACEMA,Cancelado em 14/02/2012
1221,CIA CRIADORA DE PEIXES IRACEMA,Cancelado em 23/06/2017
1222,CIA DE AGUA E ESGOTO DA PARAIBA,Cancelado em 24/06/2011
1223,CIA DE ALIM DO MARANHÃO - COMASA,Cancelado em 23/07/2002
1224,CIA DE CITRUS DO PARA,Cancelado em 28/09/2008
1225,CIA DE COCOS DO NE - CCN,Cancelado em 28/09/2008
1226,CIA DE DES DO NORTE,Cancelado em 14/02/2012
1227,CIA DE DES DO NORTE,Cancelado em 31/10/2012
1228,CIA DE DES NOVA OLINDA,Cancelado em 14/02/2012
1229,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,Concedido em 28/07/1994
1230,CIA DE LUBRIF DO NE - LUBRINOR,Cancelado em 14/02/2012
1231,CIA DE MECANIZACAO DA AM - CMA,Cancelado em 28/09/2008
1232,CIA DE NAVEGACAO DO NORTE CONAN,Cancelado em 20/03/2008
1233,CIA DE OLEOS VEG DO BRASIL,Cancelado em 30/09/1999
1234,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA,Concedido em 26/07/2000
1235,CIA DE RECUPERAÇÃO SECUNDÁRIA,Cancelado em 28/06/2012
1236,CIA DE SACOS DO MARANHAO,Cancelado em 14/02/2012
1237,CIA DES ARAGUAIA CODEARA,Cancelado em 18/05/1992
1238,CIA DESENVOLVIMENTO AGRO PECUARIA INDUSTRIAL MIN EST PA,Cancelado em 09/08/2005
1239,CIA DO RIO PRETO AQUI COM E EX,Cancelado em 14/02/2012
1240,CIA DOCAS DE IMBITUBA,Cancelado em 28/11/2017
1241,CIA ENERG CEARA - COELCE,Concedido em 13/06/1995
1242,CIA ENERG MINAS GERAIS - CEMIG,Concedido em 30/06/1971
1243,CIA ENERGÉTICA DE PERNAMBUCO - CELPE,Concedido em 29/04/1994
1244,CIA ENERGÉTICA DO RIO GRANDE DO NORTE,Concedido em 04/01/1999
1245,CIA ENERGETICA MERIDIONAL,Cancelado em 28/03/2008
1246,CIA EQUATORIAL DE MINERACAO,Cancelado em 28/09/2008
1247,CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE,Concedido em 28/07/1997
1248,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,Concedido em 17/04/2007
1249,CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA,Concedido em 07/01/1970
1250,CIA FABRICA YOLANDA,Cancelado em 09/08/2005
1251,CIA FABRIL MASCARENHAS,Cancelado em 26/04/2006
1252,CIA FERRO BRASILEIRO,Cancelado em 26/12/1991
1253,CIA FERRO E ACO DE VITORIA,Cancelado em 14/02/2012
1254,CIA FERRO LIGAS BAHIA FERBASA,Concedido em 28/02/1961
1255,CIA FERROLIGAS MG - MINASLIGA,Cancelado em 28/08/2006
1256,CIA FIAÇÃO TECELAGEM PARA MINAS,Cancelado em 04/01/2010
1257,CIA FIACAO TECIDOS CEDRONORTE,Cancelado em 03/01/1991
1258,CIA FRIGORIFICO POTENGY,Cancelado em 14/02/2012
1259,CIA GERAL DE INDUSTRIAS,Cancelado em 18/03/2008
1260,CIA GRAFICA DO NE,Cancelado em 14/02/2012
1261,CIA HERING,Cancelado em 30/04/1999
1262,CIA HERING,Concedido em 26/01/1995
1263,CIA HIDRO ELÉTRICA DO SÃO FRANCISCO,Concedido em 19/12/1969
1264,CIA HOTEIS TURISTICOS - COMTUR,Cancelado em 14/02/2012
1265,CIA INDL AGRIC SANTA CECILIA,Cancelado em 29/11/2001
1266,CIA INDL ALIMENTOS DO NORDESTE CIAN,Cancelado em 22/08/2006
1267,CIA INDL AMAZONENSE,Cancelado em 10/07/1998
1268,CIA INDL DE CELULOSE E PAPEL,Cancelado em 14/02/2012
1269,CIA INDL DE LATIC DO ACRE,Cancelado em 24/10/2012
1270,CIA INDL DE LATICINIOS DO CARIRI - CILCA,Cancelado em 14/02/2012
1271,CIA INDL DE LATICINIOS DO CARIRI - CILCA,Cancelado em 01/07/2016
1272,CIA INDL DE MADEIRAS CIM,Cancelado em 14/02/2012
1273,CIA INDL DE OLEOS DO NE,Cancelado em 14/02/2012
1274,CIA INDL DE REVESTIM CERAMICOS,Cancelado em 05/06/2000
1275,CIA INDL DE VIDROS DO CEARA,Cancelado em 31/12/1996
1276,CIA INDL ITAUNENSE DO NE,Cancelado em 24/02/1992
1277,CIA INDL LATICINIOS PARA-CILPA,Cancelado em 14/02/2012
1278,CIA INDL MERC ARTEF FERRO,Cancelado em 09/09/1999
1279,CIA INDL MERC PAOLETTI,Cancelado em 14/02/1992
1280,CIA INDL MICHELETTO,Cancelado em 09/05/1988
1281,CIA INDL MOVEIS PATENTE FAIXA AZUL,Cancelado em 07/08/2008
1282,CIA INDL RIO GUAHYBA,Cancelado em 12/07/1993
1283,CIA INDL SAO PAULO RIO CISPER,Cancelado em 03/05/1988
1284,CIA INDUSTRIAL AGROPECUARIA CONAPE,Cancelado em 01/11/2005
1285,CIA INDUSTRIAL BELO HORIZONTE,Cancelado em 09/08/2005
1286,CIA INDUSTRIAL BRASILEIRA ALIMENTOS,Cancelado em 22/03/2005
1287,CIA INDUSTRIAL BRASILEIRA ALIMENTOS,Cancelado em 26/04/1991
1288,CIA INDUSTRIAL DOX,Cancelado em 07/08/1997
1289,CIA INDUSTRIAL PELES COUROS,Cancelado em 22/03/2005
1290,CIA INDUSTRIAL SANTA MATILDE,Cancelado em 04/01/2010
1291,CIA INDUSTRIAL SCHLOSSER S.A.,Concedido em 28/06/1985
1292,CIA INTEGR DE MIN CALCINAC PI,Cancelado em 14/02/2012
1293,CIA INTER-ATLANTICO PARTICIPS,Cancelado em 03/03/1997
1294,CIA INTERNACIONAL FIDUCIARIA,Cancelado em 12/05/1989
1295,CIA INVEST DO PARA,Cancelado em 10/11/1986
1296,CIA INVESTS LATINOAMERICANA,Cancelado em 13/01/2003
1297,CIA IOCHPE,Cancelado em 03/08/1993
1298,CIA JOFRA AGRICOLA,Cancelado em 14/02/2012
1299,CIA LECO DE PRODS ALIMENTICIOS,Cancelado em 20/02/2009
1300,CIA LONDRIMALHAS HERINGER INDUSTRIA E COMERCIO,Cancelado em 07/08/2007
1301,CIA MADEIREIRA SAO MIGUEL,Cancelado em 09/08/2005
1302,CIA MARANHENSE DE PROD AGROPEC,Cancelado em 14/02/2012
1303,CIA MARANHENSE DE PROD AGROPEC,Cancelado em 20/03/2013
1304,CIA MARANHENSE DE ROUPAS COMAR,Cancelado em 23/07/2002
1305,CIA MARANHENSE REFRIGERANTES,Cancelado em 19/05/2010
1306,CIA MATOS NOVOS VALE ITAPECURU,Cancelado em 14/02/2012
1307,CIA MATS SULFUROSOS MATSULFUR,Cancelado em 30/11/2002
1308,CIA METALURGICA DO ES,Cancelado em 14/02/2012
1309,CIA METALURGICA DO MA,Cancelado em 14/02/2012
1310,CIA MINUANO DE ALIMENTOS,Cancelado em 13/08/1991
1311,CIA N SRA DAS MASCARENHAS,Cancelado em 14/02/2012
1312,CIA NAC FRIGORIFICOS CONFRIO,Cancelado em 14/04/1989
1313,CIA NACIONAL DE ALCALIS,Cancelado em 04/01/2010
1314,CIA NACIONAL ESTAMPARIA CIANE,Cancelado em 04/01/2010
1315,CIA NAVEGACAO LLOYD BRASILEIRO,Cancelado em 24/10/1997
1316,CIA NITROQUIMICA BRASILEIRA,Cancelado em 03/08/1990
1317,CIA NORDESTINA DE ALIMENTOS - CANORTE,Cancelado em 14/02/2012
1318,CIA NORDESTINA DE PRODS AVIC,Cancelado em 14/02/2012
1319,CIA NORDESTINA DE SUINOCULTURA,Cancelado em 14/02/2012
1320,CIA PAJEU DO MARANHAO-PAJEU,Cancelado em 03/07/2010
1321,CIA PARAIBA CIM PORTL CIMEPAR,Cancelado em 27/11/1995
1322,CIA PARAIBANA DE RAFIA,Cancelado em 14/02/2012
1323,CIA PAULISTA DE ADM DE ATIVOS,Cancelado em 04/11/1999
1324,CIA PAULISTA DE LAMINACAO,Cancelado em 27/04/1988
1325,CIA PAULISTA ENERGIA ELETRICA,Cancelado em 16/03/2001
1326,CIA PAULISTA FERTILIZANTES,Cancelado em 09/01/2007
1327,CIA PERNAMB DE BORR SINTETICA,Cancelado em 24/06/1996
1328,CIA PERNAMBUCANA DE HOTEIS E TURISMO,Cancelado em 24/04/2009
1329,CIA PESQS RECURSOS MINERAIS,Cancelado em 24/07/1997
1330,CIA PESQUEIRA SAO RAIMUNDO,Cancelado em 10/09/2007
1331,CIA PETROLIFERA MARLIM,Cancelado em 17/08/2009
1332,CIA PIAUIENSE AGROINDL,Cancelado em 14/02/2012
1333,CIA PIRATININGA DE FORÇA E LUZ,Concedido em 18/04/2002
1334,CIA PNEUS TROPICAL,Cancelado em 25/09/1991
1335,CIA PORTUARIA VILA VELHA,Cancelado em 24/10/2012
1336,CIA PRODS AGROPECUARIOS-COPA,Cancelado em 14/01/2011
1337,CIA PRODUTORA DE ALGODÃO E SUINOS - COPAS,Cancelado em 14/02/2012
1338,CIA PRODUTORA DE SUINOS,Cancelado em 14/02/2012
1339,CIA PRODUTORES ARMS GERAIS,Cancelado em 15/04/1994
1340,CIA PRODUTOS CONFIANÇA,Cancelado em 14/02/2012
1341,CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU,Cancelado em 04/01/2010
1342,CIA PROVINCIA DE SECURITIZAÇÃO,Concedido em 21/08/2003
1343,CIA QUIM DO RECONCAVO,Cancelado em 11/08/2000
1344,CIA QUIMICA METACRIL,Cancelado em 26/11/1992
1345,CIA RIO DAS PEDRAS,Cancelado em 14/02/2012
1346,CIA RIOGRANDENSE DE ADUBOS,Cancelado em 19/12/1990
1347,CIA RIOGRANDENSE DE SANEAMENTO,Concedido em 19/12/1997
1348,CIA RIOGRANDENSE TELECOMUNICAÇÕES,Cancelado em 28/12/2000
1349,CIA SALINAS PERYNAS,Cancelado em 16/07/1986
1350,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,Concedido em 27/06/1994
1351,CIA SANTISTA DE PAPEL,Cancelado em 22/03/2001
1352,CIA SAO FRANCISCO DO SALGADOR,Cancelado em 28/09/2008
1353,CIA SEGUROS ALIANCA BAHIA,Concedido em 20/07/1977
1354,CIA SEGUROS AMER SUL YASUDA,Cancelado em 06/03/1992
1355,CIA SEGUROS BAHIA,Cancelado em 02/07/1997
1356,CIA SEGUROS MINAS BRASIL,Cancelado em 14/10/2009
1357,CIA SEGUROS RIO BRANCO,Cancelado em 16/01/1990
1358,CIA SERVICOS ENGA SERVIENGE,Cancelado em 08/01/1998
1359,CIA SID ALAGOAS COMESA,Cancelado em 18/03/1994
1360,CIA SID NORDESTE,Cancelado em 21/03/1995
1361,CIA SID PAINS,Cancelado em 30/06/1997
