,Names,Situacoes
2352,GRANJA AVENORTE SA,Cancelado em 18/01/2008
2353,GRANJA CONCEICAO SA,Cancelado em 28/09/2008
2354,GRANJA SANTA LUCIA SA,Cancelado em 25/08/2005
2355,GRANJA SANTA MARTA SA,Cancelado em 14/02/2012
2356,GRANJA SANTA MARTA SA,Cancelado em 15/09/2012
2357,GRANJA SAO JOAQUIM SA,Cancelado em 14/02/2012
2358,GRANJA WALKYRIA SA,Cancelado em 28/09/2008
2359,GRANJAS SAO JOSE SA,Cancelado em 25/05/2004
2360,GRANJITA INDL AVIC SA,Cancelado em 29/07/1994
2361,GRANOLEO SA CI SEMS OLEAGS DER,Cancelado em 05/03/2008
2362,GRANOS GRANITOS DO NE SA,Cancelado em 14/02/2012
2363,GRANOS GRANITOS DO NE SA,Cancelado em 11/10/2012
2364,GRANPEIXE GRANJA P E SUINOS SA,Cancelado em 28/09/2008
2365,GRANSANTOS GRAN E MARMORES SA,Cancelado em 14/02/2012
2366,GRANVALE CIA AGROPECUARIA DO GRANDE VALE,Cancelado em 14/02/2012
2367,GRANVILLE CONFEC SA,Cancelado em 28/09/2008
2368,GRÃOS SELECIONADOS DO MARANHÃO SA,Cancelado em 25/07/2006
2369,GRAPIA SA,Cancelado em 18/12/1998
2370,GRASA GRANJA SANTANA SA,Cancelado em 16/04/2009
2371,GRAVATAI SUL SA,Cancelado em 22/03/2005
2372,GRAZZIOTIN SA,Concedido em 31/01/1979
2373,GRENDENE DO NORDESTE SA,Cancelado em 06/09/1993
2374,GRENDENE SA,Concedido em 26/10/2004
2375,GRIFFIN BRASIL LTDA,Cancelado em 03/11/2005
2376,GRUÇAI PARTICIPAÇÕES SA,Cancelado em 16/08/2019
2377,GRUPO DE MODA SOMA S.A.,Concedido em 29/07/2020
2378,GRUPO MATEUS S.A.,Concedido em 08/10/2020
2379,GRUPO SBF S.A.,Concedido em 15/04/2019
2380,GTD PARTICIPACOES SA,Cancelado em 07/04/2015
2381,GUADALAJARA SA IND DE ROUPAS,Cancelado em 26/11/1997
2382,GUAGIRU AGROPECUARIA SA,Cancelado em 29/01/1998
2383,GUAIUBA AGROPECUÁRIA S/A,Cancelado em 21/10/2020
2384,GUAJARA BUFALOS SA,Cancelado em 14/10/2011
2385,GUANABARA AGRO INDUSTRIAL S A,Cancelado em 28/09/2008
2386,GUANHAMBI AGRI E COM SA,Cancelado em 14/02/2012
2387,GUARAMA - GUARANA DA AMAZONIA SA,Cancelado em 17/05/2011
2388,GUARARAPES CONFECÇÕES SA,Concedido em 16/10/1958
2389,GUARARAPES TEXTIL SA,Cancelado em 30/10/2001
2390,GUARDIAN COMPANHIA SECURITIZADORA,Concedido em 10/10/2018
2391,GUFI GP UNIDO DE FIACAO SA,Cancelado em 17/10/2011
2392,GURGEL MOTORES SA,Cancelado em 22/03/2005
2393,GURGEL SA PARTICIPACOES,Cancelado em 22/03/2005
2394,GURIRI HOTEIS E TURISMO SA,Cancelado em 08/02/2010
2395,GUSA NORDESTE S. A.,Cancelado em 31/01/2008
2396,GVT HOLDING S/A,Cancelado em 07/05/2010
2397,GYPSUM DO NE SA IC DE GESSO,Cancelado em 22/03/2005
2398,HABITASEC SECURITIZADORA SA,Concedido em 19/08/2008
2399,HADDAD PARK HOTEL SA,Cancelado em 24/10/2012
2400,HAGA S.A. INDÚSTRIA E COMÉRCIO,Concedido em 01/09/1988
2401,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,Cancelado em 20/06/2000
2402,HALLEY SA-GRAFICA E EDITORA,Cancelado em 14/02/2012
2403,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,Concedido em 20/04/2018
2404,HARPIA - AGROCOMERCIAL SA,Cancelado em 11/12/1998
2405,HARPIA ÔMEGA PARTICIPAÇÕES S.A.,Cancelado em 07/06/2016
2406,HASA HOLANDA AGROPEC SA,Cancelado em 14/02/2012
2407,HAUSCENTER SA,Concedido em 02/05/1995
2408,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,Concedido em 18/12/2020
2409,HELBOR EMPREENDIMENTOS S/A,Concedido em 09/07/2007
2410,HERCULES S/A - FABRICA DE TALHERES,Concedido em 01/11/1968
2411,HERING SA BRINQ INST MUSICAIS,Cancelado em 22/03/2005
2412,HERINGER AGRI SA,Cancelado em 07/01/1993
2413,HERMASA NAVEGAÇÃO DA AMAZÔNIA S/A,Cancelado em 24/01/2017
2414,HEXAGONAL HOTEIS E TURISMO  SA,Cancelado em 09/12/2004
2415,HIDROGRU SA IND E COM,Cancelado em 14/02/2012
2416,HIDROSERVICE DA AMAZÔNIA S/A AGROPECUÁRIA E INDUSTRIAL,Cancelado em 03/05/2013
2417,HIDROVIAS DO BRASIL S.A.,Concedido em 14/12/2011
2418,HILEIA AGROINDUSTRIAL SA,Cancelado em 30/08/2010
2419,HILL PARK HOTEL TUR HOTELAR SA,Cancelado em 01/02/2012
2420,HINDI CIA BRAS DE HABITACOES,Cancelado em 29/11/1990
2421,HLASA PARTICIPAÇÕES S.A.,Concedido em 10/12/2020
2422,HOECHST BRASIL QUIM FARM SA,Cancelado em 12/02/1996
2423,HOECHST BRASIL SA QUIM FARM,Cancelado em 12/02/1996
2424,HOLANDESA AGROPECUARIA SA,Cancelado em 28/09/2008
2425,HOPI HARI SA,Cancelado em 30/05/2018
2426,HORIZONTE AVIC E INDL SA,Cancelado em 16/11/2012
2427,HORIZONTE AVIC E INDL SA,Cancelado em 08/08/2013
2428,HOSPITAL LA SANTE SA,Cancelado em 27/04/2004
2429,HOSTESS HOTEL S/A,Cancelado em 08/11/2011
2430,HOTEIS CHARRUA SA,Cancelado em 19/06/2000
2431,HOTEIS DA FONTE S/A,Cancelado em 30/03/2005
2432,HOTEIS DO PARANA SA HOTEPAR,Cancelado em 09/09/2003
2433,HOTEIS E TURISMO FLORESTA S/A,Cancelado em 22/09/2010
2434,HOTEIS E TURISMO GUANABARA SA,Cancelado em 13/03/2015
2435,HOTEIS ELDORADO CUIABA SA,Cancelado em 28/11/2008
2436,HOTEIS G P SA,Cancelado em 12/05/2004
2437,HOTEIS GLOBAL SA,Cancelado em 14/02/2012
2438,HOTEIS OTHON SA,Concedido em 08/08/1980
2439,HOTEIS RIO ALEGRE SA,Cancelado em 01/06/2017
2440,HOTEIS SALINAS SA,Cancelado em 29/04/2010
2441,HOTEIS TANNENHOF SA,Cancelado em 19/09/1990
2442,HOTEL ACORES SA,Cancelado em 21/09/2006
2443,HOTEL ATLANTICO SA,Cancelado em 12/02/1998
2444,HOTEL CABO BRANCO SA,Cancelado em 03/11/2005
2445,HOTEL CAICARA S/A,Cancelado em 14/02/2012
2446,HOTEL COSTA AZUL S/A,Concedido em 30/10/1990
2447,HOTEL EQUINOCIOS S/A,Cancelado em 21/01/1997
2448,HOTEL ERVA DOCE SA,Cancelado em 19/12/2006
2449,HOTEL ESPADARTE SA.,Cancelado em 03/11/2005
2450,HOTEL FAZ VILA VERDE SA,Cancelado em 14/02/2012
2451,HOTEL FLAMINGO SA,Cancelado em 30/03/2002
2452,HOTEL PRAIA SOL SA,Cancelado em 13/07/2007
2453,HOUSI S.A.,Concedido em 10/11/2020
2454,HOWA S.A. INDUSTRIAS MECANICAS,Cancelado em 18/12/1984
2455,HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A,Cancelado em 15/06/2020
2456,HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN,Cancelado em 03/08/1990
2457,HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN,Cancelado em 29/10/2004
2458,HSBC LEASING A.M.(BRASIL) SA,Cancelado em 23/12/1999
2459,HSBC SEGUROS BRASIL SA,Cancelado em 26/12/2000
2460,HSBX BAURU EMPREENDIMENTOS SA,Cancelado em 16/09/2009
2461,HUMAITA SA,Cancelado em 19/12/1989
2462,HUMUS NORDESTE SA,Cancelado em 14/02/2012
2463,HUMUS NORDESTE SA,Cancelado em 19/05/2017
2464,HUSKY SA,Cancelado em 09/01/2007
2465,HYDE PARK SA,Cancelado em 09/01/2007
2466,HYPERA S/A,Concedido em 16/04/2008
2467,IANDE AGROPEC SA,Cancelado em 28/09/2008
2468,IBM LEASING ARREND MERC SA,Cancelado em 09/01/1995
2469,IBOTIRAMA AGRICOLA SA,Cancelado em 14/02/2012
2470,IBOTIRAMA AGRICOLA SA,Cancelado em 11/12/2015
2471,IBREL SA,Cancelado em 28/09/2008
2472,ICA PRODS QUIM DA BAHIA SA,Cancelado em 28/09/2008
2473,ICAL IND DE CALCINACAO SA,Cancelado em 23/02/1989
2474,ICANOR SA ARAMES E CABOS,Cancelado em 26/10/1984
2475,ICEBRAS-IND CERAMICA BRASIL SA,Cancelado em 28/09/2008
2476,IDEROL SA EQUIPS RODOVIARIOS,Cancelado em 20/12/2005
2477,IFEMA SA I DE CONDS ELETRICOS,Cancelado em 19/09/1989
2478,IGARA PARTICIPAÇÕES S/A,Cancelado em 06/04/2006
2479,IGARITE AGROPEC SA,Cancelado em 14/02/2012
2480,IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 19/12/1973
2481,IGB IND GRAFICA BRASILEIRA SA,Cancelado em 14/02/2012
2482,IGUA SANEAMENTO S.A.,Cancelado em 23/03/2011
2483,IGUA SANEAMENTO S.A.,Concedido em 13/05/2013
2484,IGUACU CELULOSE PAPEL SA,Cancelado em 03/03/2017
2485,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Concedido em 02/02/2007
2486,IKPC INDS KLABIN PAPEL CEL SA,Cancelado em 28/12/2001
2487,ILCASA IND LAT CAMPINA GDE SA,Cancelado em 27/10/2006
2488,ILHA AGROPECUARIA SA,Cancelado em 23/07/2002
2489,ILHA DE MARAJO HOTEIS SA,Cancelado em 14/02/2012
2490,ILOBRAS IND LENTES OFT BR SA,Cancelado em 14/02/2012
2491,ILSA - INDS LUELLMA SA,Cancelado em 14/02/2012
2492,IMACO SA IND METALURGICA,Cancelado em 14/02/2012
2493,IMAT S/A SOC AGRI E PECUARIA,Cancelado em 09/04/1998
2494,"IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA",Cancelado em 05/11/2008
2495,IMCOSUL SA,Cancelado em 20/12/2005
2496,IMERYS RIO CAPIM CAULIM S/A,Cancelado em 06/08/2008
2497,IMETAMAR IND MEC METALURG SA,Cancelado em 28/09/2008
2498,IMPASA IMPERATRIZ AGROPASTORIL SA,Cancelado em 14/02/2012
2499,IMPERATRIZ PEC E INDL SA,Cancelado em 28/08/2006
2500,IMPERIAL AGRICULT IRRIGADA SA,Cancelado em 28/09/2008
2501,IMPERIAL AGROIND MARANHÃO SA,Cancelado em 28/09/2008
2502,IMPERIAL MONÇÃO AGROPEC  SA,Cancelado em 28/09/2008
2503,IMPERIO LISAMAR SA IND E COM,Cancelado em 07/08/2007
2504,IMPORTADORA DE FERRAGENS SA,Cancelado em 04/01/2010
2505,INACARB IND NAC DE CARBON SA,Cancelado em 06/01/1995
2506,INAVE S/A - INDÚSTRIA E NAVEGAÇÃO,Cancelado em 14/02/2012
2507,INBRAC SA CONDUTORES ELETRICOS,Cancelado em 05/03/2002
2508,INBRAC VITORIA SA,Cancelado em 30/08/1995
2509,INBRANDS SA,Concedido em 08/08/2011
2510,INBRASMA IND BRAS MARMORE SA,Cancelado em 14/02/2012
2511,INCASA IND CER DO ACRE SA,Cancelado em 28/09/2008
2512,INCOMIL IND E COM MINERIOS SA,Cancelado em 19/01/1999
2513,INCON PRODS ALIM SA,Cancelado em 14/02/2012
2514,INCOPLASTINS IND COM EMB TO SA,Cancelado em 14/02/2012
2515,INCOSPAL CONSTRUÇÕES PRÉ-FABRICADAS S/A,Cancelado em 15/09/2011
2516,IND ALIMS DO NORDESTE SA,Cancelado em 14/02/2012
2517,IND AZULEJOS BAHIA SA,Cancelado em 30/01/2018
2518,IND BAHIANA DE ARTEF DE PAP SA,Cancelado em 29/12/1998
2519,IND BAHIANA DE LAJES SA,Cancelado em 22/03/2005
2520,IND BEBS ANTARCTICA AMAZ  SA,Cancelado em 11/01/1999
2521,IND BEBS ANTARCTICA MG SA,Cancelado em 11/01/1999
2522,IND BEBS ANTARCTICA MG SA,Cancelado em 17/01/1995
2523,IND BEBS ANTARCTICA MT SA,Cancelado em 26/07/1990
2524,IND BEBS ANTARCTICA NORTE-NORDESTE SA,Cancelado em 01/11/2001
2525,IND BEBS ANTARCTICA PARAIBA SA,Cancelado em 11/01/1999
2526,IND BEBS ANTARCTICA PIAUI SA,Cancelado em 11/01/1999
2527,IND BEBS ANTARCTICA POLAR SA,Cancelado em 31/05/2001
2528,IND BEBS ANTARCTICA RN SA,Cancelado em 11/01/1999
2529,IND BEBS ANTARCTICA RN SA,Cancelado em 24/10/1990
2530,IND BIOL FARMACEUTICA AMAZ SA,Cancelado em 22/03/2005
2531,IND BRAS ARTEF PLASTICOS SA,Cancelado em 09/06/2006
2532,IND BRAS DE SAL SA,Cancelado em 30/06/2016
2533,IND CALCADOS ERNO SA,Cancelado em 20/12/2005
2534,IND CERAMICA AMAZONIA SA INCA,Cancelado em 14/02/2007
2535,IND COM DE MOVEIS TUPI SA,Cancelado em 14/02/2012
2536,IND COM DE OLEOS ARARIPINA SA,Cancelado em 26/01/2015
2537,IND COM DE PISOS CERAMICO SA,Cancelado em 14/02/2012
2538,IND COM DE REFRIG DA AMAZ. SA,Cancelado em 17/07/2004
2539,IND COM DE TELAS SA,Cancelado em 31/01/2006
2540,IND COM GONÇALVES MONTEIRO SA,Cancelado em 28/09/2008
2541,IND COM PAPEIS SA,Cancelado em 14/02/2012
2542,IND CONFEC SPARTA NE SA,Cancelado em 07/01/1993
2543,IND CONFECÇÕES OMEGA SA,Cancelado em 15/03/2005
2544,IND DE CALCADOS CARPINA SA,Cancelado em 25/01/1993
2545,IND DE MAQS AGRICOLAS IDEAL SA,Cancelado em 06/05/1991
2546,IND DE PAPEL PIRACICABA SA,Cancelado em 23/12/1986
2547,IND DE PESCA DO CEARA SA - IPECEA,Cancelado em 18/01/2001
2548,IND FRANCISCANA DE M E BISC SA,Cancelado em 14/02/2012
2549,IND MAQS AGRICOLAS FUCHS SA,Cancelado em 25/10/2012
2550,IND MARANHENSE DE PLASTICOS SA,Cancelado em 23/07/2002
2551,IND MARONI SA,Cancelado em 14/02/2012
2552,IND MASSAS E BISCOITOS ALCOBAÇA SA,Cancelado em 12/01/1988
2553,IND MASSAS E BISCOITOS ALCOBAÇA SA,Cancelado em 14/02/2012
2554,IND METALURGICA IGUACU SA,Cancelado em 20/12/2005
2555,IND METALURGICA SILVANA SA,Cancelado em 17/09/1997
2556,IND NACIONAL DE ACESS P/ IRRIG S/A - INAPI,Cancelado em 14/02/2012
2557,IND NAVAL DO CE SA,Cancelado em 14/02/2012
2558,IND OLEOS CORINGA SA,Cancelado em 14/02/2012
2559,IND OLEOS GUIMARAES SA,Cancelado em 14/02/2012
2560,IND OLEOS PACAEMBU SA,Cancelado em 22/11/2006
2561,IND PAPEIS SANTO AMARO SA,Cancelado em 22/03/2005
2562,IND PAPEL PAPELAO S.ROBERTO SA,Cancelado em 11/11/1996
2563,IND PLAST CELI SA CELIPLAST,Cancelado em 14/02/2012
2564,IND PLAST CELI SA CELIPLAST,Cancelado em 21/08/2012
2565,IND PLAYBOY NORDESTE SA,Cancelado em 18/02/2004
2566,IND PRODUTOS METALURGICOS DO NORDESTE SA,Cancelado em 20/09/2012
2567,IND SOROS E PRODS FARMACEUTICOS DO PIAUI SA,Cancelado em 14/02/2012
2568,IND TEXTIL JARITA SA,Cancelado em 22/03/2005
2569,IND VESTUARIO DO NORDESTE SA,Cancelado em 14/02/2012
2570,"INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.",Cancelado em 08/03/2010
2571,INDEPENDÊNCIA AGROPECUÁRIA SA,Cancelado em 06/11/2009
2572,INDL ARTE TECNICA S.A.,Cancelado em 24/01/1989
2573,INDL BRASIL ARREND MERC SA,Cancelado em 01/10/2003
2574,INDL E COML BRAS SA INCOBRASA,Cancelado em 11/01/1988
2575,INDS AGRI DO NE SA,Cancelado em 14/02/2012
2576,INDS ALIMCS ITACOLOMY SA ITASA,Cancelado em 26/11/1987
2577,INDS ALIMENTICIAS MAGUARY SA,Cancelado em 13/03/1992
2578,INDS ARTEB SA,Cancelado em 25/01/2010
2579,INDS ARTEFAMA SA,Cancelado em 24/06/1993
2580,INDS C FABRINI SA,Cancelado em 14/06/1996
2581,INDS CHOCOLATE LACTA S/A,Cancelado em 17/07/1998
2582,INDS COELHO SA,Cancelado em 04/01/2010
2583,INDS DE BEBS JOAQUIM T A F SA,Cancelado em 25/07/1986
2584,INDS DUREINO SA,Cancelado em 08/10/2012
2585,INDS DUREINO SA,Concedido em 09/05/2016
2586,INDS ELETRICAS ELITE SA,Cancelado em 15/03/2005
2587,INDS J B DUARTE SA,Concedido em 14/03/1985
2588,INDS JOSSAN SA,Cancelado em 13/06/1991
2589,INDS KARINA SA,Cancelado em 09/08/2005
2590,INDS MADEIRIT SA,Cancelado em 04/01/2010
2591,INDS MINERVA SA,Cancelado em 22/11/2006
2592,INDS MONSANTO SA,Cancelado em 07/03/1986
2593,INDS NUCLEARES DO BRASIL SA,Cancelado em 18/07/1994
2594,INDS QUIMICAS NORTE SA,Cancelado em 09/08/2005
2595,INDS REUN RAYMUNDO DA FONTE SA,Cancelado em 10/02/2006
2596,INDS REUNS STA MARIA SA,Cancelado em 08/02/1999
2597,INDS ROMI DO NORDESTE SA,Cancelado em 14/07/1988
2598,INDS SCHNEIDER SA,Cancelado em 04/01/2000
2599,INDS TEXTEIS BARBERO SA,Cancelado em 18/03/2008
2600,INDUCON DO NE SA,Cancelado em 20/05/2011
2601,INDUSA-IND E COM PROTEINAS NE,Cancelado em 28/09/2008
2602,INDÚSTRIA DE FRIO E PESCA S/A-IPESCA,Cancelado em 14/02/2012
2603,INDUSTRIA DE LATICÍNIOS PALMEIRA DOS INDIOS S/A,Cancelado em 03/05/2013
2604,INDÚSTRIA VEROLME S.A. - IVESA,Cancelado em 07/04/2015
2605,INDUSTRIAS MICHELETTO S/A,Cancelado em 26/06/2008
2606,INDÚSTRIAS ROMI S.A.,Concedido em 19/04/1938
2607,INEPAR ENERGIA SA,Cancelado em 21/11/2011
2608,INEPAR EQUIPAMENTOS E MONTAGENS S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 23/10/1998
2609,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Concedido em 22/01/1980
2610,INFAN - IND QUÍMICA FARMACÊUTICA NACIONAL S/A,Cancelado em 02/02/2009
2611,INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A,Cancelado em 27/11/2008
2612,INFOVIAS PNSC SA,Cancelado em 27/05/2002
2613,INFRASEC SECURITIZADORA S/A,Concedido em 22/09/2009
2614,INGA AGRO FLORESTAL SA,Cancelado em 14/02/2012
2615,INGA AGRO FLORESTAL SA,Cancelado em 26/01/2017
2616,INNCORP S.A.,Cancelado em 05/11/2020
2617,INONIBRAS INOCULANTES E FERRO LIGAS NIPO-BRASILEIROS S/A,Concedido em 04/06/1997
2618,INOVISA IND NORDEST VIDROS SA,Cancelado em 28/06/1996
2619,INPELE INDUSTRIAS DE PELES SA,Cancelado em 09/02/2012
2620,INPROMAR SA INDUSTRIA DE PRODUTOS DO MAR,Cancelado em 14/02/2012
2621,INSTITUTO HERMES PARDINI S/A,Concedido em 10/02/2017
2622,INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO,Cancelado em 07/01/2016
2623,INTER CONSTRUTORA E INCORPORADORA S.A,Concedido em 09/11/2017
2624,INTERAGRO SA ALIMENTOS,Cancelado em 16/01/1998
2625,INTERCEMENT BRASIL SA,Cancelado em 01/08/2011
2626,INTERCOSMETIC HOLDING S/A,Cancelado em 07/01/2016
2627,INTERMAR INDUSTRIA E COMERCIO SA,Cancelado em 14/02/2012
2628,INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL,Cancelado em 07/01/2016
2629,INTERNATIONAL FINANCE CORPORATION - IFC,Cancelado em 30/08/2013
2630,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Concedido em 19/03/2015
2631,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA",Cancelado em 26/03/2010
2632,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA",Cancelado em 01/12/2014
2633,INTEX INDUSTRIA DE PLÁSTICOS SA,Cancelado em 14/02/2012
2634,INTRAFRUT INDÚSTRIA TRANSFORMADORA DE FRUTOS S/A,Cancelado em 04/02/2012
2635,INTROSUC INDUSTRIA TROPICAL SUCOS SA,Cancelado em 14/02/2012
2636,INVESPAR SA,Cancelado em 23/08/1996
2637,INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR,Concedido em 29/09/2000
2638,INVESTCO S/A,Concedido em 04/02/2000
2639,INVESTEC SA,Cancelado em 04/05/1999
2640,INVESTHOTEL S.A.,Cancelado em 19/09/2002
2641,INVESTIMENTOS BEMGE S.A.,Concedido em 20/07/1977
2642,INVESTMOBILE SA,Cancelado em 30/09/2002
2643,INVESTVALE SERVIÇOS S.A.,Cancelado em 09/05/2007
2644,INVISTA NYLON SUL AMERICANA S/A,Cancelado em 05/11/2003
2645,INVITEL LEGACY SA,Cancelado em 01/07/2020
2646,INVITEL SA,Cancelado em 31/07/2009
2647,IOCHPE-MAXION SA,Concedido em 17/07/1984
2648,IOSA INDÚSTRIA DE ÓLEO E SABÃO S/A,Cancelado em 09/12/1985
2649,IPIRANGA PETROQUIMICA SA,Cancelado em 18/07/2007
2650,IPLAC DO BR SA PLASTICOS INDL,Cancelado em 24/06/2004
2651,IPLAC SA PLAST E EMBALAGENS,Cancelado em 30/04/1991
2652,IPUEIRAS AGRICOLA SA IPASA,Cancelado em 14/02/2012
2653,IQC IND QUIMICA CUIABA SA,Cancelado em 28/05/1996
2654,IRANI AGROFLORESTAL SA,Cancelado em 04/05/1995
2655,IRANI PAPEL E EMBALAGEM S.A.,Concedido em 20/07/1977
2656,IRB - BRASIL RESSEGUROS S.A.,Concedido em 27/07/2017
2657,IRCA NUTRICAO E AVICULT SA,Cancelado em 26/12/2006
2658,IRIRI PARTICIPACOES SA,Cancelado em 04/09/2001
2659,IRMÃOS ARNAUD AGROPECUARIA SA,Cancelado em 09/12/2003
2660,IRMAOS COUTINHO INDUSTRIA DE COUROS SA,Cancelado em 19/01/2007
2661,IRMAOS DAVOLI SA IMP E COM,Cancelado em 12/01/1988
2662,IRMAOS FONTENELE SA COM IND AG,Cancelado em 14/02/2012
2663,IRONX MINERAÇÃO S/A,Cancelado em 19/12/2008
2664,IRPESA SA IND METALURGICA,Cancelado em 22/03/2005
2665,ISA CAPITAL DO BRASIL SA,Cancelado em 28/05/2010
2666,ISA IRRIGAÇÃO SANTO ANDRÉ S/A,Concedido em 09/08/1990
2667,ISAMA AGROPECUARIA SA,Cancelado em 28/09/2008
2668,ISAMA AGROPECUARIA SA,Cancelado em 23/02/2017
2669,ISEC SECURITIZADORA S.A.,Concedido em 02/07/2007
2670,ISOLUX INFRASTRUCTURE SA,Cancelado em 29/03/2012
2671,ITA ENERGETICA S/A,Cancelado em 26/12/2012
2672,ITABAPOANA PARTICIPACOES SA,Cancelado em 14/07/1998
2673,ITABUNA INDUSTRIAL SA,Cancelado em 28/09/2008
2674,ITAGUAHYSA ITAGUAHY AGROPEC S/A,Cancelado em 23/10/2006
2675,ITAGUARANA S/A,Cancelado em 12/04/2018
2676,ITAGUASSU AGRO INDUSTRIAL S/A,Cancelado em 18/08/1999
2677,ITAGUASSU AGRO INDUSTRIAL S/A,Cancelado em 12/04/2018
2678,ITAGURARA AGRICULTURA E PECUARIA SA,Cancelado em 17/04/2008
2679,ITAIPU EMPREENDIMENTOS AGRÍCOLAS S/A,Cancelado em 07/10/2009
2680,ITAITINGA PARTICIPACOES SA,Cancelado em 19/08/2019
2681,ITAITUBA INDUSTRIA DE CIMENTOS DO PARÁ S/A,Cancelado em 12/04/2018
2682,ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A,Cancelado em 14/02/2012
2683,ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A,Cancelado em 15/02/2016
2684,ITALMAGNESIO NORDESTE SA,Cancelado em 14/02/2012
2685,ITAMARATY FILTROS DE PAPEL SA,Cancelado em 28/01/1998
2686,ITAPAGE AGROPECUARIA SA,Cancelado em 14/02/2012
2687,ITAPARICA SA EMPREEND TURIST,Cancelado em 29/12/2004
2688,ITAPEBI GERAÇÃO DE ENERGIA S/A,Concedido em 05/02/2003
2689,ITAPECURU AGRICOLA SA-ITAGRISA,Cancelado em 14/02/2012
2690,ITAPEMIRIM AGRICULTURA SA,Cancelado em 27/03/2008
2691,ITAPIRUBA HOTEIS E TURISMO SA,Cancelado em 18/07/1989
2692,ITAPISSUMA S/A,Cancelado em 12/04/2018
2693,ITAPITANGA INDUSTRIA DE CIMENTOS DE MATO GROSSO S/A,Cancelado em 12/04/2018
2694,ITAPOA AGROPASTORIL SA,Cancelado em 27/03/2017
2695,ITAPOÃ SA PRUDUTOS ELETRICOS,Cancelado em 14/02/2012
2696,ITAQUI GERAÇÃO DE ENERGIA S.A.,Cancelado em 31/07/2015
2697,ITAÚ RENT ADM. E PARTICIPAÇÕES S.A.,Cancelado em 19/08/2002
2698,ITAÚ UNIBANCO HOLDING S.A.,Cancelado em 08/04/1998
2699,ITAÚ UNIBANCO HOLDING S.A.,Concedido em 30/12/2002
2700,ITAU UNIBANCO S.A.,Cancelado em 08/05/2003
2701,ITAÚBA AGROINDUSTRIAL S/A,Cancelado em 17/07/2011
2702,ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT,Cancelado em 28/02/2009
2703,ITAUEIRA AGROPECUÁRIA S/A,Cancelado em 01/11/2013
2704,ITAUSA S.A.,Concedido em 20/07/1977
2705,ITAUSEG PARTICIPAÇÕES SA,Cancelado em 28/11/2012
2706,ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC,Cancelado em 01/06/2006
2707,ITAUTEC S.A. - GRUPO ITAUTEC,Cancelado em 15/08/2019
2708,ITAUTINGA AGROINDUSTRIAL S/A,Cancelado em 12/04/2018
2709,ITINGA PARTICIPACOES SA,Cancelado em 23/04/1999
2710,ITIQUIRA ENERGÉTICA S/A,Cancelado em 02/02/2009
2711,IVEN SA,Cancelado em 29/04/2005
2712,J H SANTOS SA COM E INDUSTRIA,Cancelado em 18/07/2006
2713,J MOTTA INDUSTRIA E COMERCIO SA,Cancelado em 14/02/2012
2714,J R C CIA  DE EMPREEND RURAIS,Cancelado em 31/07/2007
2715,J. C. BARRETTO FERTILIZANTES SA,Cancelado em 01/06/2017
2716,J. RECAMONDE & CIA LTDA,Cancelado em 30/12/1999
2717,J.MACEDO S/A,Concedido em 16/10/2007
2718,J.MACEDO S/A,Cancelado em 03/07/2007
2719,JACUIPE AGROPECUARIA SA,Cancelado em 14/02/2012
2720,JACUTINGA AGROPEC SA,Cancelado em 26/02/1997
2721,JAIME PINHEIRO PARTIC. S/A,Cancelado em 09/02/1995
2722,JAMYR VASCONCELLOS SA,Cancelado em 10/02/1989
2723,JANASA JAN PROD DO MAR SA,Cancelado em 28/09/2008
2724,JANUARIA AGROPECUARIA SA,Cancelado em 14/02/2012
2725,JAPARANDUBA AGROPASTORIL S/A,Cancelado em 14/02/2012
2726,JAPARANDUBA AGROPASTORIL S/A,Cancelado em 21/11/2018
2727,JARAGUA FABRIL SA,Cancelado em 04/01/2010
