,Names,Situacoes
1925,FRIBESA FRIGORIFICO BELO JARDIM SA,Cancelado em 14/02/2012
1926,FRICASA ALIMENTOS SA,Cancelado em 10/12/1996
1927,FRICOL FRIGORIFICO COLINAS SA,Cancelado em 14/02/2012
1928,FRIESTON PARTICIPAÇÕES S.A.,Cancelado em 29/07/2016
1929,FRIFEIRA FRIGORIFICO FEIRA DE SANTANA SA,Cancelado em 14/02/2012
1930,FRIG ALTO NORTE SA,Cancelado em 14/02/2012
1931,FRIG ARAPUTANGA SA,Cancelado em 14/02/2012
1932,FRIG FERNANDES SA,Cancelado em 14/02/2012
1933,FRIG PALOMA SA,Cancelado em 26/12/2001
1934,FRIG PARAGOMINAS SA,Cancelado em 14/02/2012
1935,FRIG SERRA GRANDE SA,Cancelado em 14/02/2012
1936,FRIG VALE DO TOCANTINS SA,Cancelado em 01/09/2006
1937,FRIGOBARRA SA,Cancelado em 14/02/2012
1938,FRIGOBRAS CIA BRAS FRIGORIFICO,Cancelado em 21/01/1998
1939,FRIGOL FOODS PARTICIPAÇÕES S.A.,Cancelado em 13/03/2020
1940,FRIGORIFICO NORTE MINAS SA,Cancelado em 22/03/2005
1941,FRIGORIFICO VALE DO GUAPORÉ S/A,Cancelado em 03/05/2013
1942,FRIGOVERDI SA,Cancelado em 14/02/2012
1943,FRIL FRIGORIF DA LUZ SA,Cancelado em 20/11/1985
1944,FRINORSA FRIGORIFICO NORTE CAPIXAPA SA,Cancelado em 14/02/2012
1945,FRINORTE FRIGORIFICO NORTE DO ESPIRITO SANTO SA,Cancelado em 14/02/2012
1946,FRIVASA FRIGORIFICO VALE TAPANA SA,Cancelado em 24/10/2012
1947,FROTA AMAZONICA SA,Cancelado em 25/06/1998
1948,FRULAR SA INDUSTRIA ALIMENTICIA,Cancelado em 28/09/2008
1949,FRUPISA FRUTOS DO PIAUI SA.,Cancelado em 01/09/2004
1950,"FRUTAVI - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE FRUTAS S/A",Cancelado em 29/05/2017
1951,FRUTIVALE FRUT VALE S FCO SA,Cancelado em 17/01/2006
1952,FRUTONE FRUTICULTURA DO NE SA,Cancelado em 14/02/2012
1953,FRUTOP PROD DE ALIM SA,Cancelado em 05/03/1999
1954,FRUTOS TROPICAIS SA,Cancelado em 22/11/2006
1955,FUJI ELETRIC NORDESTE SA,Cancelado em 14/09/1995
1956,FUJI S/A MARMORES E GRANITOS,Cancelado em 02/05/2016
1957,FUJIWARA HISATO SA COM IND,Cancelado em 01/03/1991
1958,FUNDIROSSI SA METALURGIA FINA,Cancelado em 18/08/1992
1959,FUVISA - FUNDIÇÃO VILA VELHA S.A.,Cancelado em 07/01/2010
1960,FV REPAROS E CONSTRUÇÃO NAVAL S.A.,Cancelado em 09/07/2014
1961,FYBER IND DE VEICULOS SA,Cancelado em 28/09/2008
1962,FYBERLINE SA,Cancelado em 17/07/2001
1963,G.C. ARMAZENS GERAIS SA,Cancelado em 31/01/2001
1964,GAFISA SPE-1 SA,Cancelado em 06/12/2005
1965,GAISA-GALLETTI AGROINDL SA,Cancelado em 14/02/2012
1966,GAMELEIRA AGROPASTORIL SA,Cancelado em 14/02/2012
1967,GAMELEIRA AGROPASTORIL SA,Cancelado em 09/01/2019
1968,GANGES PARTICIPACOES SA,Cancelado em 27/06/2000
1969,GARANCE TEXTILE SA,Cancelado em 22/03/2005
1970,GARANHUNS INDUSTRIAL SA GISA,Cancelado em 13/11/2002
1971,GARCA SA IND COM DE PLAST,Cancelado em 28/09/2008
1972,GARPA SA,Cancelado em 19/12/1990
1973,GARRA PARTICIPACOES SA,Cancelado em 20/11/1990
1974,GARSA GURGEIA AGR RACIONAL S/A,Cancelado em 28/09/2008
1975,GARUDA SA,Cancelado em 31/12/2009
1976,GASPAR IND E COM CARNES SA,Cancelado em 20/09/2000
1977,GÁVEA SECURITIZADORA S.A.,Cancelado em 18/07/2018
1978,GAZETA MERCANTIL SA,Cancelado em 04/01/2010
1979,GAZOLA SA INDÚSTRIA METALURGICA,Cancelado em 07/05/2012
1980,GC ADM DE RECEBIVEIS SA,Cancelado em 28/09/2000
1981,GEB VIDIGAL SA,Cancelado em 18/06/1991
1982,GECOSA I INT GERVASIO COSTA SA,Cancelado em 04/01/2010
1983,GELAR SA INDS ALIMENTICIAS,Cancelado em 22/03/2005
1984,GEMA SA EQUIPS INDUSTRIAIS,Cancelado em 23/07/1985
1985,GEMASA GRANJAS ESPECIAIS DO MARANHAO SA,Cancelado em 14/02/2012
1986,GENERAL MOTORS SA,Cancelado em 04/03/1986
1987,GENIPAUBA PEC E AGRI SA,Cancelado em 14/02/2012
1988,GEODEX COMMUNICATIONS S.A.,Cancelado em 28/04/2008
1989,GEOTECNICA SA,Cancelado em 22/11/2006
1990,GERAL DE CONCRETO S/A,Cancelado em 30/12/2002
1991,GERDAU SERV INFORMATICA SA GSI,Cancelado em 25/03/1993
1992,GERMANI CIA PARANAENSE ALIMS,Cancelado em 21/12/1990
1993,GESTIO SA COMERCIO E INDUSTRIA,Cancelado em 13/07/1990
1994,GETEC GUANABARA QUIM INDL SA,Cancelado em 26/12/1991
1995,GIANNINI SA,Cancelado em 09/09/1999
1996,GIPSITA MINERAÇÃO S/A INDÚSTRIA E COMERCIO,Cancelado em 22/06/2010
1997,GLASSLITE SA IND DE PLASTICOS,Cancelado em 16/04/1998
1998,GLOBAL BRASIL SA,Cancelado em 09/07/2012
1999,GLOBAL TRUST SA,Cancelado em 22/02/2000
2000,GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,Cancelado em 28/03/2008
2001,GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A,Cancelado em 18/12/2009
2002,GOYANA SA I BRAS MATS PLASTS,Cancelado em 22/03/2005
2003,GPC INDUSTRIA E COMERCIO SA,Cancelado em 20/06/1991
2004,GPR - PINHEIRO & RINALDO CAPITAL S.A.,Cancelado em 13/02/2019
2005,GRACIOSA AGROPEC SA,Cancelado em 14/02/2012
2006,GRADIENTE INDL SA,Cancelado em 11/05/1995
2007,GRAMACOSA GDE MA COMPENS SA,Cancelado em 28/09/2008
2008,GRAMASA GRANITOS E MARMORES SA,Cancelado em 01/08/2000
2009,GRAMETAL GRANALHAS DE METAL SA,Cancelado em 05/06/1998
2010,GRAMMUF GRANITOS MARMORES MUNIZ FREIRE SA,Cancelado em 28/09/2008
2011,GRANBRASIL GRANITOS BRASIL SA,Cancelado em 14/02/2012
2012,GRANDES CURTUMES CEARENSES SA,Cancelado em 14/02/2012
2013,GRANIMAR SA MARMORES GRANITOS,Cancelado em 20/03/1991
2014,GRANITOS DO NORDESTE DO BRASIL S/A- GRANORDESTE,Cancelado em 14/02/2012
2015,GRANITOS EXPORTAÇÃO DO NORDESTE SA,Cancelado em 14/02/2012
2016,GRANJA AVENORTE SA,Cancelado em 18/01/2008
2017,GRANJA CONCEICAO SA,Cancelado em 28/09/2008
2018,GRANJA SANTA LUCIA SA,Cancelado em 25/08/2005
2019,GRANJA SANTA MARTA SA,Cancelado em 14/02/2012
2020,GRANJA SANTA MARTA SA,Cancelado em 15/09/2012
2021,GRANJA SAO JOAQUIM SA,Cancelado em 14/02/2012
2022,GRANJA WALKYRIA SA,Cancelado em 28/09/2008
2023,GRANJAS SAO JOSE SA,Cancelado em 25/05/2004
2024,GRANJITA INDL AVIC SA,Cancelado em 29/07/1994
2025,GRANOLEO SA CI SEMS OLEAGS DER,Cancelado em 05/03/2008
2026,GRANOS GRANITOS DO NE SA,Cancelado em 14/02/2012
2027,GRANOS GRANITOS DO NE SA,Cancelado em 11/10/2012
2028,GRANPEIXE GRANJA P E SUINOS SA,Cancelado em 28/09/2008
2029,GRANSANTOS GRAN E MARMORES SA,Cancelado em 14/02/2012
2030,GRANVALE CIA AGROPECUARIA DO GRANDE VALE,Cancelado em 14/02/2012
2031,GRANVILLE CONFEC SA,Cancelado em 28/09/2008
2032,GRÃOS SELECIONADOS DO MARANHÃO SA,Cancelado em 25/07/2006
2033,GRAPIA SA,Cancelado em 18/12/1998
2034,GRASA GRANJA SANTANA SA,Cancelado em 16/04/2009
2035,GRAVATAI SUL SA,Cancelado em 22/03/2005
2036,GRENDENE DO NORDESTE SA,Cancelado em 06/09/1993
2037,GRIFFIN BRASIL LTDA,Cancelado em 03/11/2005
2038,GRUÇAI PARTICIPAÇÕES SA,Cancelado em 16/08/2019
2039,GTD PARTICIPACOES SA,Cancelado em 07/04/2015
2040,GUADALAJARA SA IND DE ROUPAS,Cancelado em 26/11/1997
2041,GUAGIRU AGROPECUARIA SA,Cancelado em 29/01/1998
2042,GUAIUBA AGROPECUÁRIA S/A,Cancelado em 21/10/2020
2043,GUAJARA BUFALOS SA,Cancelado em 14/10/2011
2044,GUANABARA AGRO INDUSTRIAL S A,Cancelado em 28/09/2008
2045,GUANHAMBI AGRI E COM SA,Cancelado em 14/02/2012
2046,GUARAMA - GUARANA DA AMAZONIA SA,Cancelado em 17/05/2011
2047,GUARARAPES TEXTIL SA,Cancelado em 30/10/2001
2048,GUFI GP UNIDO DE FIACAO SA,Cancelado em 17/10/2011
2049,GURGEL MOTORES SA,Cancelado em 22/03/2005
2050,GURGEL SA PARTICIPACOES,Cancelado em 22/03/2005
2051,GURIRI HOTEIS E TURISMO SA,Cancelado em 08/02/2010
2052,GUSA NORDESTE S. A.,Cancelado em 31/01/2008
2053,GVT HOLDING S/A,Cancelado em 07/05/2010
2054,GYPSUM DO NE SA IC DE GESSO,Cancelado em 22/03/2005
2055,HADDAD PARK HOTEL SA,Cancelado em 24/10/2012
2056,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,Cancelado em 20/06/2000
2057,HALLEY SA-GRAFICA E EDITORA,Cancelado em 14/02/2012
2058,HARPIA - AGROCOMERCIAL SA,Cancelado em 11/12/1998
2059,HARPIA ÔMEGA PARTICIPAÇÕES S.A.,Cancelado em 07/06/2016
2060,HASA HOLANDA AGROPEC SA,Cancelado em 14/02/2012
2061,HERING SA BRINQ INST MUSICAIS,Cancelado em 22/03/2005
2062,HERINGER AGRI SA,Cancelado em 07/01/1993
2063,HERMASA NAVEGAÇÃO DA AMAZÔNIA S/A,Cancelado em 24/01/2017
2064,HEXAGONAL HOTEIS E TURISMO  SA,Cancelado em 09/12/2004
2065,HIDROGRU SA IND E COM,Cancelado em 14/02/2012
2066,HIDROSERVICE DA AMAZÔNIA S/A AGROPECUÁRIA E INDUSTRIAL,Cancelado em 03/05/2013
2067,HILEIA AGROINDUSTRIAL SA,Cancelado em 30/08/2010
2068,HILL PARK HOTEL TUR HOTELAR SA,Cancelado em 01/02/2012
2069,HINDI CIA BRAS DE HABITACOES,Cancelado em 29/11/1990
2070,HOECHST BRASIL QUIM FARM SA,Cancelado em 12/02/1996
2071,HOECHST BRASIL SA QUIM FARM,Cancelado em 12/02/1996
2072,HOLANDESA AGROPECUARIA SA,Cancelado em 28/09/2008
2073,HOPI HARI SA,Cancelado em 30/05/2018
2074,HORIZONTE AVIC E INDL SA,Cancelado em 16/11/2012
2075,HORIZONTE AVIC E INDL SA,Cancelado em 08/08/2013
2076,HOSPITAL LA SANTE SA,Cancelado em 27/04/2004
2077,HOSTESS HOTEL S/A,Cancelado em 08/11/2011
2078,HOTEIS CHARRUA SA,Cancelado em 19/06/2000
2079,HOTEIS DA FONTE S/A,Cancelado em 30/03/2005
2080,HOTEIS DO PARANA SA HOTEPAR,Cancelado em 09/09/2003
2081,HOTEIS E TURISMO FLORESTA S/A,Cancelado em 22/09/2010
2082,HOTEIS E TURISMO GUANABARA SA,Cancelado em 13/03/2015
2083,HOTEIS ELDORADO CUIABA SA,Cancelado em 28/11/2008
2084,HOTEIS G P SA,Cancelado em 12/05/2004
2085,HOTEIS GLOBAL SA,Cancelado em 14/02/2012
2086,HOTEIS RIO ALEGRE SA,Cancelado em 01/06/2017
2087,HOTEIS SALINAS SA,Cancelado em 29/04/2010
2088,HOTEIS TANNENHOF SA,Cancelado em 19/09/1990
2089,HOTEL ACORES SA,Cancelado em 21/09/2006
2090,HOTEL ATLANTICO SA,Cancelado em 12/02/1998
2091,HOTEL CABO BRANCO SA,Cancelado em 03/11/2005
2092,HOTEL CAICARA S/A,Cancelado em 14/02/2012
2093,HOTEL EQUINOCIOS S/A,Cancelado em 21/01/1997
2094,HOTEL ERVA DOCE SA,Cancelado em 19/12/2006
2095,HOTEL ESPADARTE SA.,Cancelado em 03/11/2005
2096,HOTEL FAZ VILA VERDE SA,Cancelado em 14/02/2012
2097,HOTEL FLAMINGO SA,Cancelado em 30/03/2002
2098,HOTEL PRAIA SOL SA,Cancelado em 13/07/2007
2099,HOWA S.A. INDUSTRIAS MECANICAS,Cancelado em 18/12/1984
2100,HRH ILHA DO SOL EMPREENDIMENTOS IMOBILIÁRIOS SPE S/A,Cancelado em 15/06/2020
2101,HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN,Cancelado em 03/08/1990
2102,HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN,Cancelado em 29/10/2004
2103,HSBC LEASING A.M.(BRASIL) SA,Cancelado em 23/12/1999
2104,HSBC SEGUROS BRASIL SA,Cancelado em 26/12/2000
2105,HSBX BAURU EMPREENDIMENTOS SA,Cancelado em 16/09/2009
2106,HUMAITA SA,Cancelado em 19/12/1989
2107,HUMUS NORDESTE SA,Cancelado em 14/02/2012
2108,HUMUS NORDESTE SA,Cancelado em 19/05/2017
2109,HUSKY SA,Cancelado em 09/01/2007
2110,HYDE PARK SA,Cancelado em 09/01/2007
2111,IANDE AGROPEC SA,Cancelado em 28/09/2008
2112,IBM LEASING ARREND MERC SA,Cancelado em 09/01/1995
2113,IBOTIRAMA AGRICOLA SA,Cancelado em 14/02/2012
2114,IBOTIRAMA AGRICOLA SA,Cancelado em 11/12/2015
2115,IBREL SA,Cancelado em 28/09/2008
2116,ICA PRODS QUIM DA BAHIA SA,Cancelado em 28/09/2008
2117,ICAL IND DE CALCINACAO SA,Cancelado em 23/02/1989
2118,ICANOR SA ARAMES E CABOS,Cancelado em 26/10/1984
2119,ICEBRAS-IND CERAMICA BRASIL SA,Cancelado em 28/09/2008
2120,IDEROL SA EQUIPS RODOVIARIOS,Cancelado em 20/12/2005
2121,IFEMA SA I DE CONDS ELETRICOS,Cancelado em 19/09/1989
2122,IGARA PARTICIPAÇÕES S/A,Cancelado em 06/04/2006
2123,IGARITE AGROPEC SA,Cancelado em 14/02/2012
2124,IGB IND GRAFICA BRASILEIRA SA,Cancelado em 14/02/2012
2125,IGUA SANEAMENTO S.A.,Cancelado em 23/03/2011
2126,IGUACU CELULOSE PAPEL SA,Cancelado em 03/03/2017
2127,IKPC INDS KLABIN PAPEL CEL SA,Cancelado em 28/12/2001
2128,ILCASA IND LAT CAMPINA GDE SA,Cancelado em 27/10/2006
2129,ILHA AGROPECUARIA SA,Cancelado em 23/07/2002
2130,ILHA DE MARAJO HOTEIS SA,Cancelado em 14/02/2012
2131,ILOBRAS IND LENTES OFT BR SA,Cancelado em 14/02/2012
2132,ILSA - INDS LUELLMA SA,Cancelado em 14/02/2012
2133,IMACO SA IND METALURGICA,Cancelado em 14/02/2012
2134,IMAT S/A SOC AGRI E PECUARIA,Cancelado em 09/04/1998
2135,"IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA",Cancelado em 05/11/2008
2136,IMCOSUL SA,Cancelado em 20/12/2005
2137,IMERYS RIO CAPIM CAULIM S/A,Cancelado em 06/08/2008
2138,IMETAMAR IND MEC METALURG SA,Cancelado em 28/09/2008
2139,IMPASA IMPERATRIZ AGROPASTORIL SA,Cancelado em 14/02/2012
2140,IMPERATRIZ PEC E INDL SA,Cancelado em 28/08/2006
2141,IMPERIAL AGRICULT IRRIGADA SA,Cancelado em 28/09/2008
2142,IMPERIAL AGROIND MARANHÃO SA,Cancelado em 28/09/2008
2143,IMPERIAL MONÇÃO AGROPEC  SA,Cancelado em 28/09/2008
2144,IMPERIO LISAMAR SA IND E COM,Cancelado em 07/08/2007
2145,IMPORTADORA DE FERRAGENS SA,Cancelado em 04/01/2010
2146,INACARB IND NAC DE CARBON SA,Cancelado em 06/01/1995
2147,INAVE S/A - INDÚSTRIA E NAVEGAÇÃO,Cancelado em 14/02/2012
2148,INBRAC SA CONDUTORES ELETRICOS,Cancelado em 05/03/2002
2149,INBRAC VITORIA SA,Cancelado em 30/08/1995
2150,INBRASMA IND BRAS MARMORE SA,Cancelado em 14/02/2012
2151,INCASA IND CER DO ACRE SA,Cancelado em 28/09/2008
2152,INCOMIL IND E COM MINERIOS SA,Cancelado em 19/01/1999
2153,INCON PRODS ALIM SA,Cancelado em 14/02/2012
2154,INCOPLASTINS IND COM EMB TO SA,Cancelado em 14/02/2012
2155,INCOSPAL CONSTRUÇÕES PRÉ-FABRICADAS S/A,Cancelado em 15/09/2011
2156,IND ALIMS DO NORDESTE SA,Cancelado em 14/02/2012
2157,IND AZULEJOS BAHIA SA,Cancelado em 30/01/2018
2158,IND BAHIANA DE ARTEF DE PAP SA,Cancelado em 29/12/1998
2159,IND BAHIANA DE LAJES SA,Cancelado em 22/03/2005
2160,IND BEBS ANTARCTICA AMAZ  SA,Cancelado em 11/01/1999
2161,IND BEBS ANTARCTICA MG SA,Cancelado em 11/01/1999
2162,IND BEBS ANTARCTICA MG SA,Cancelado em 17/01/1995
2163,IND BEBS ANTARCTICA MT SA,Cancelado em 26/07/1990
2164,IND BEBS ANTARCTICA NORTE-NORDESTE SA,Cancelado em 01/11/2001
2165,IND BEBS ANTARCTICA PARAIBA SA,Cancelado em 11/01/1999
2166,IND BEBS ANTARCTICA PIAUI SA,Cancelado em 11/01/1999
2167,IND BEBS ANTARCTICA POLAR SA,Cancelado em 31/05/2001
2168,IND BEBS ANTARCTICA RN SA,Cancelado em 11/01/1999
2169,IND BEBS ANTARCTICA RN SA,Cancelado em 24/10/1990
2170,IND BIOL FARMACEUTICA AMAZ SA,Cancelado em 22/03/2005
2171,IND BRAS ARTEF PLASTICOS SA,Cancelado em 09/06/2006
2172,IND BRAS DE SAL SA,Cancelado em 30/06/2016
2173,IND CALCADOS ERNO SA,Cancelado em 20/12/2005
2174,IND CERAMICA AMAZONIA SA INCA,Cancelado em 14/02/2007
2175,IND COM DE MOVEIS TUPI SA,Cancelado em 14/02/2012
2176,IND COM DE OLEOS ARARIPINA SA,Cancelado em 26/01/2015
2177,IND COM DE PISOS CERAMICO SA,Cancelado em 14/02/2012
2178,IND COM DE REFRIG DA AMAZ. SA,Cancelado em 17/07/2004
2179,IND COM DE TELAS SA,Cancelado em 31/01/2006
2180,IND COM GONÇALVES MONTEIRO SA,Cancelado em 28/09/2008
2181,IND COM PAPEIS SA,Cancelado em 14/02/2012
2182,IND CONFEC SPARTA NE SA,Cancelado em 07/01/1993
2183,IND CONFECÇÕES OMEGA SA,Cancelado em 15/03/2005
2184,IND DE CALCADOS CARPINA SA,Cancelado em 25/01/1993
2185,IND DE MAQS AGRICOLAS IDEAL SA,Cancelado em 06/05/1991
2186,IND DE PAPEL PIRACICABA SA,Cancelado em 23/12/1986
2187,IND DE PESCA DO CEARA SA - IPECEA,Cancelado em 18/01/2001
2188,IND FRANCISCANA DE M E BISC SA,Cancelado em 14/02/2012
2189,IND MAQS AGRICOLAS FUCHS SA,Cancelado em 25/10/2012
2190,IND MARANHENSE DE PLASTICOS SA,Cancelado em 23/07/2002
2191,IND MARONI SA,Cancelado em 14/02/2012
2192,IND MASSAS E BISCOITOS ALCOBAÇA SA,Cancelado em 12/01/1988
2193,IND MASSAS E BISCOITOS ALCOBAÇA SA,Cancelado em 14/02/2012
2194,IND METALURGICA IGUACU SA,Cancelado em 20/12/2005
2195,IND METALURGICA SILVANA SA,Cancelado em 17/09/1997
2196,IND NACIONAL DE ACESS P/ IRRIG S/A - INAPI,Cancelado em 14/02/2012
2197,IND NAVAL DO CE SA,Cancelado em 14/02/2012
2198,IND OLEOS CORINGA SA,Cancelado em 14/02/2012
2199,IND OLEOS GUIMARAES SA,Cancelado em 14/02/2012
2200,IND OLEOS PACAEMBU SA,Cancelado em 22/11/2006
2201,IND PAPEIS SANTO AMARO SA,Cancelado em 22/03/2005
2202,IND PAPEL PAPELAO S.ROBERTO SA,Cancelado em 11/11/1996
2203,IND PLAST CELI SA CELIPLAST,Cancelado em 14/02/2012
2204,IND PLAST CELI SA CELIPLAST,Cancelado em 21/08/2012
2205,IND PLAYBOY NORDESTE SA,Cancelado em 18/02/2004
2206,IND PRODUTOS METALURGICOS DO NORDESTE SA,Cancelado em 20/09/2012
2207,IND SOROS E PRODS FARMACEUTICOS DO PIAUI SA,Cancelado em 14/02/2012
2208,IND TEXTIL JARITA SA,Cancelado em 22/03/2005
2209,IND VESTUARIO DO NORDESTE SA,Cancelado em 14/02/2012
2210,"INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.",Cancelado em 08/03/2010
2211,INDEPENDÊNCIA AGROPECUÁRIA SA,Cancelado em 06/11/2009
2212,INDL ARTE TECNICA S.A.,Cancelado em 24/01/1989
2213,INDL BRASIL ARREND MERC SA,Cancelado em 01/10/2003
2214,INDL E COML BRAS SA INCOBRASA,Cancelado em 11/01/1988
2215,INDS AGRI DO NE SA,Cancelado em 14/02/2012
2216,INDS ALIMCS ITACOLOMY SA ITASA,Cancelado em 26/11/1987
2217,INDS ALIMENTICIAS MAGUARY SA,Cancelado em 13/03/1992
2218,INDS ARTEB SA,Cancelado em 25/01/2010
2219,INDS ARTEFAMA SA,Cancelado em 24/06/1993
2220,INDS C FABRINI SA,Cancelado em 14/06/1996
2221,INDS CHOCOLATE LACTA S/A,Cancelado em 17/07/1998
2222,INDS COELHO SA,Cancelado em 04/01/2010
2223,INDS DE BEBS JOAQUIM T A F SA,Cancelado em 25/07/1986
2224,INDS DUREINO SA,Cancelado em 08/10/2012
2225,INDS ELETRICAS ELITE SA,Cancelado em 15/03/2005
2226,INDS JOSSAN SA,Cancelado em 13/06/1991
2227,INDS KARINA SA,Cancelado em 09/08/2005
2228,INDS MADEIRIT SA,Cancelado em 04/01/2010
2229,INDS MINERVA SA,Cancelado em 22/11/2006
2230,INDS MONSANTO SA,Cancelado em 07/03/1986
2231,INDS NUCLEARES DO BRASIL SA,Cancelado em 18/07/1994
2232,INDS QUIMICAS NORTE SA,Cancelado em 09/08/2005
2233,INDS REUN RAYMUNDO DA FONTE SA,Cancelado em 10/02/2006
2234,INDS REUNS STA MARIA SA,Cancelado em 08/02/1999
2235,INDS ROMI DO NORDESTE SA,Cancelado em 14/07/1988
2236,INDS SCHNEIDER SA,Cancelado em 04/01/2000
2237,INDS TEXTEIS BARBERO SA,Cancelado em 18/03/2008
2238,INDUCON DO NE SA,Cancelado em 20/05/2011
2239,INDUSA-IND E COM PROTEINAS NE,Cancelado em 28/09/2008
2240,INDÚSTRIA DE FRIO E PESCA S/A-IPESCA,Cancelado em 14/02/2012
2241,INDUSTRIA DE LATICÍNIOS PALMEIRA DOS INDIOS S/A,Cancelado em 03/05/2013
2242,INDÚSTRIA VEROLME S.A. - IVESA,Cancelado em 07/04/2015
2243,INDUSTRIAS MICHELETTO S/A,Cancelado em 26/06/2008
2244,INEPAR ENERGIA SA,Cancelado em 21/11/2011
2245,INFAN - IND QUÍMICA FARMACÊUTICA NACIONAL S/A,Cancelado em 02/02/2009
2246,INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A,Cancelado em 27/11/2008
2247,INFOVIAS PNSC SA,Cancelado em 27/05/2002
2248,INGA AGRO FLORESTAL SA,Cancelado em 14/02/2012
2249,INGA AGRO FLORESTAL SA,Cancelado em 26/01/2017
2250,INNCORP S.A.,Cancelado em 05/11/2020
2251,INOVISA IND NORDEST VIDROS SA,Cancelado em 28/06/1996
2252,INPELE INDUSTRIAS DE PELES SA,Cancelado em 09/02/2012
2253,INPROMAR SA INDUSTRIA DE PRODUTOS DO MAR,Cancelado em 14/02/2012
2254,INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO,Cancelado em 07/01/2016
2255,INTERAGRO SA ALIMENTOS,Cancelado em 16/01/1998
2256,INTERCEMENT BRASIL SA,Cancelado em 01/08/2011
2257,INTERCOSMETIC HOLDING S/A,Cancelado em 07/01/2016
2258,INTERMAR INDUSTRIA E COMERCIO SA,Cancelado em 14/02/2012
2259,INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL,Cancelado em 07/01/2016
2260,INTERNATIONAL FINANCE CORPORATION - IFC,Cancelado em 30/08/2013
2261,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA",Cancelado em 26/03/2010
2262,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA",Cancelado em 01/12/2014
2263,INTEX INDUSTRIA DE PLÁSTICOS SA,Cancelado em 14/02/2012
2264,INTRAFRUT INDÚSTRIA TRANSFORMADORA DE FRUTOS S/A,Cancelado em 04/02/2012
2265,INTROSUC INDUSTRIA TROPICAL SUCOS SA,Cancelado em 14/02/2012
2266,INVESPAR SA,Cancelado em 23/08/1996
2267,INVESTEC SA,Cancelado em 04/05/1999
2268,INVESTHOTEL S.A.,Cancelado em 19/09/2002
2269,INVESTMOBILE SA,Cancelado em 30/09/2002
2270,INVESTVALE SERVIÇOS S.A.,Cancelado em 09/05/2007
2271,INVISTA NYLON SUL AMERICANA S/A,Cancelado em 05/11/2003
2272,INVITEL LEGACY SA,Cancelado em 01/07/2020
2273,INVITEL SA,Cancelado em 31/07/2009
2274,IOSA INDÚSTRIA DE ÓLEO E SABÃO S/A,Cancelado em 09/12/1985
2275,IPIRANGA PETROQUIMICA SA,Cancelado em 18/07/2007
2276,IPLAC DO BR SA PLASTICOS INDL,Cancelado em 24/06/2004
2277,IPLAC SA PLAST E EMBALAGENS,Cancelado em 30/04/1991
2278,IPUEIRAS AGRICOLA SA IPASA,Cancelado em 14/02/2012
2279,IQC IND QUIMICA CUIABA SA,Cancelado em 28/05/1996
2280,IRANI AGROFLORESTAL SA,Cancelado em 04/05/1995
2281,IRCA NUTRICAO E AVICULT SA,Cancelado em 26/12/2006
2282,IRIRI PARTICIPACOES SA,Cancelado em 04/09/2001
2283,IRMÃOS ARNAUD AGROPECUARIA SA,Cancelado em 09/12/2003
2284,IRMAOS COUTINHO INDUSTRIA DE COUROS SA,Cancelado em 19/01/2007
2285,IRMAOS DAVOLI SA IMP E COM,Cancelado em 12/01/1988
2286,IRMAOS FONTENELE SA COM IND AG,Cancelado em 14/02/2012
2287,IRONX MINERAÇÃO S/A,Cancelado em 19/12/2008
2288,IRPESA SA IND METALURGICA,Cancelado em 22/03/2005
2289,ISA CAPITAL DO BRASIL SA,Cancelado em 28/05/2010
2290,ISAMA AGROPECUARIA SA,Cancelado em 28/09/2008
2291,ISAMA AGROPECUARIA SA,Cancelado em 23/02/2017
2292,ISOLUX INFRASTRUCTURE SA,Cancelado em 29/03/2012
2293,ITA ENERGETICA S/A,Cancelado em 26/12/2012
2294,ITABAPOANA PARTICIPACOES SA,Cancelado em 14/07/1998
2295,ITABUNA INDUSTRIAL SA,Cancelado em 28/09/2008
2296,ITAGUAHYSA ITAGUAHY AGROPEC S/A,Cancelado em 23/10/2006
2297,ITAGUARANA S/A,Cancelado em 12/04/2018
2298,ITAGUASSU AGRO INDUSTRIAL S/A,Cancelado em 18/08/1999
2299,ITAGUASSU AGRO INDUSTRIAL S/A,Cancelado em 12/04/2018
2300,ITAGURARA AGRICULTURA E PECUARIA SA,Cancelado em 17/04/2008
2301,ITAIPU EMPREENDIMENTOS AGRÍCOLAS S/A,Cancelado em 07/10/2009
2302,ITAITINGA PARTICIPACOES SA,Cancelado em 19/08/2019
