,Names,Situacoes
347,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,Concedido em 18/12/2020
348,HELBOR EMPREENDIMENTOS S/A,Concedido em 09/07/2007
349,HERCULES S/A - FABRICA DE TALHERES,Concedido em 01/11/1968
350,HIDROVIAS DO BRASIL S.A.,Concedido em 14/12/2011
351,HLASA PARTICIPAÇÕES S.A.,Concedido em 10/12/2020
352,HOTEIS OTHON SA,Concedido em 08/08/1980
353,HOTEL COSTA AZUL S/A,Concedido em 30/10/1990
354,HOUSI S.A.,Concedido em 10/11/2020
355,HYPERA S/A,Concedido em 16/04/2008
356,IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 19/12/1973
357,IGUA SANEAMENTO S.A.,Concedido em 13/05/2013
358,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,Concedido em 02/02/2007
359,INBRANDS SA,Concedido em 08/08/2011
360,INDS DUREINO SA,Concedido em 09/05/2016
361,INDS J B DUARTE SA,Concedido em 14/03/1985
362,INDÚSTRIAS ROMI S.A.,Concedido em 19/04/1938
363,INEPAR EQUIPAMENTOS E MONTAGENS S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 23/10/1998
364,INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL,Concedido em 22/01/1980
365,INFRASEC SECURITIZADORA S/A,Concedido em 22/09/2009
366,INONIBRAS INOCULANTES E FERRO LIGAS NIPO-BRASILEIROS S/A,Concedido em 04/06/1997
367,INSTITUTO HERMES PARDINI S/A,Concedido em 10/02/2017
368,INTER CONSTRUTORA E INCORPORADORA S.A,Concedido em 09/11/2017
369,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,Concedido em 19/03/2015
370,INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR,Concedido em 29/09/2000
371,INVESTCO S/A,Concedido em 04/02/2000
372,INVESTIMENTOS BEMGE S.A.,Concedido em 20/07/1977
373,IOCHPE-MAXION SA,Concedido em 17/07/1984
374,IRANI PAPEL E EMBALAGEM S.A.,Concedido em 20/07/1977
375,IRB - BRASIL RESSEGUROS S.A.,Concedido em 27/07/2017
376,ISA IRRIGAÇÃO SANTO ANDRÉ S/A,Concedido em 09/08/1990
377,ISEC SECURITIZADORA S.A.,Concedido em 02/07/2007
378,ITAPEBI GERAÇÃO DE ENERGIA S/A,Concedido em 05/02/2003
379,ITAÚ UNIBANCO HOLDING S.A.,Concedido em 30/12/2002
380,ITAUSA S.A.,Concedido em 20/07/1977
381,J.MACEDO S/A,Concedido em 16/10/2007
382,JBS SA,Concedido em 27/03/2007
383,JEREISSATI PARTICIPAÇÕES S/A,Concedido em 12/03/1946
384,JHSF MALLS S.A.,Concedido em 25/06/2018
385,JHSF PARTICIPAÇÕES SA,Concedido em 04/04/2007
386,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,Concedido em 20/07/1977
387,JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP,Concedido em 04/03/1988
388,JSL S.A.,Concedido em 15/04/2010
389,KARSTEN SA,Concedido em 29/12/1971
390,KEPLER WEBER SA,Concedido em 15/12/1980
391,K-INFRA RODOVIA DO AÇO S.A.,Concedido em 29/03/2011
392,KLABIN S.A.,Concedido em 06/08/1997
393,KORDSA  BRASIL S/A,Concedido em 15/01/1990
394,KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL,Concedido em 09/10/1995
395,LAEP INVESTMENTS LTD,Concedido em 29/10/2007
396,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,Concedido em 31/08/2020
397,LEADS CIA. SECURITIZADORA,Concedido em 03/02/2015
398,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,Concedido em 08/11/2019
399,LIGHT ENERGIA S.A.,Concedido em 11/01/2013
400,LIGHT SA,Concedido em 12/12/2005
401,LIGHT SERVIÇOS DE ELETRICIDADE SA,Concedido em 25/11/1968
402,LINHA AMARELA S.A.- LAMSA,Concedido em 08/04/2020
403,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,Concedido em 12/08/2015
404,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,Concedido em 12/08/2015
405,LINX S.A.,Concedido em 06/02/2013
406,LITEL PARTICIPACOES SA,Concedido em 18/10/1995
407,LITELA PARTICIPAÇÕES S.A.,Concedido em 05/09/2019
408,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Concedido em 29/11/2019
409,LOCALIZA  FLEET S.A.,Concedido em 10/10/2019
410,LOCALIZA RENT A CAR SA,Concedido em 06/05/2005
411,LOCAWEB SERVIÇOS DE INTERNET S.A.,Concedido em 04/02/2020
412,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,Concedido em 12/11/2013
413,LOG-IN LOGISTICA INTERMODAL SA,Concedido em 04/06/2007
414,LOGOS COMPANHIA SECURITIZADORA S/A,Concedido em 04/09/2014
415,LOJAS AMERICANAS SA,Concedido em 20/07/1977
416,LOJAS QUERO-QUERO S.A.,Concedido em 06/08/2020
417,LOJAS RENNER SA,Concedido em 20/07/1977
418,LONGDIS SA,Concedido em 30/06/1998
419,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,Concedido em 12/12/2006
420,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,Concedido em 08/05/2006
421,M DIAS BRANCO SA IND E COM DE ALIMENTOS,Concedido em 11/10/2006
422,MAESTRO LOCADORA DE VEÍCULOS S.A.,Concedido em 26/05/2015
423,MAGAZINE LUIZA SA,Concedido em 28/04/2011
424,MAHLE METAL LEVE S.A.,Concedido em 20/07/1977
425,MALHARIA MONTE ALEGRE S/A,Concedido em 25/09/1995
426,MANAUS HOTEIS E TURISMO S/A,Concedido em 21/11/1989
427,MANGELS INDUSTRIAL S.A.,Concedido em 28/12/1971
428,MANUFATURA DE  BRINQUEDOS ESTRELA SA,Concedido em 28/06/1968
429,MARCOPOLO SA,Concedido em 20/07/1977
430,MARFRIG GLOBAL FOODS SA,Concedido em 18/06/2007
431,MARINA DE IRACEMA PARK SA,Concedido em 14/05/1997
432,MARISA LOJAS SA,Concedido em 14/06/2010
433,MASSA FALIDA DA BRASIL PHARMA SA,Concedido em 22/06/2011
434,MASSA FALIDA DA SA IND E COMERCIO CHAPECO,Concedido em 30/11/1979
435,MASSA FALIDA DA TRANSPARANA SA,Concedido em 20/07/1977
436,MASSA FALIDA DE SAM INDUSTRIAS SA,Concedido em 18/08/1986
437,MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A,Concedido em 13/06/2007
438,MBK SECURITIZADORA S/A,Concedido em 23/07/2012
439,MELIUZ S.A.,Concedido em 03/11/2020
440,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,Concedido em 24/09/2020
441,MENDES JUNIOR ENGENHARIA SA,Concedido em 20/07/1977
442,MERCANTIL DO BR FINC SA CFI,Concedido em 20/07/1977
443,METALFRIO SOLUTIONS S/A,Concedido em 10/04/2007
444,METALGRAFICA IGUACU SA,Concedido em 02/09/1968
445,METALURGICA GERDAU SA,Concedido em 17/05/1968
446,METALURGICA RIOSULENSE SA,Concedido em 29/11/1988
447,METANOR SA METANOL DO NE,Concedido em 26/12/1974
448,METISA METALÚRGICA  TIMBOENSE SA,Concedido em 18/05/1971
449,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,Concedido em 04/09/2012
450,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,Concedido em 14/04/2010
451,MINASMAQUINAS SA,Concedido em 20/07/1977
452,MINERVA S/A,Concedido em 18/07/2007
453,MINUPAR PARTICIPACOES SA,Concedido em 21/12/1990
454,MISSISSIPI SECURITIZADORA S/A,Concedido em 01/10/2020
455,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,Concedido em 03/02/2020
456,MLOG S.A.,Concedido em 12/09/2011
457,MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 10/11/1998
458,MONTEIRO ARANHA SA,Concedido em 07/05/1980
459,MOURA DUBEUX ENGENHARIA S/A,Concedido em 23/08/2007
460,MOVIDA PARTICIPAÇÕES S.A.,Concedido em 29/01/2016
461,MRS LOGÍSTICA S/A,Concedido em 13/11/1998
462,MRV ENGENHARIA E PARTICIPAÇÕES S/A,Concedido em 13/07/2007
463,MULTINER S/A,Concedido em 10/07/2008
464,MULTIPLAN EMP. IMOBILIARIOS S/A,Concedido em 25/07/2007
465,MUNDIAL S.A - PRODUTOS DE CONSUMO,Concedido em 12/12/1979
466,NASA SECURITIZADORA S.A.,Concedido em 21/03/2016
467,NATURA & CO HOLDING S.A.,Concedido em 25/09/2019
468,NATURA COSMETICOS SA,Concedido em 21/05/2004
469,NCF PARTICIPAÇÕES S.A.,Concedido em 03/10/2016
470,NEOENERGIA S.A,Concedido em 08/05/1996
471,NEOGRID PARTICIPACÕES S.A.,Concedido em 15/12/2020
472,NEUMARKT TRADE AND FINANCIAL CENTER S/A,Concedido em 27/10/1994
473,NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,Concedido em 20/07/1998
474,NORDON INDS METALURGICAS SA,Concedido em 23/08/1956
475,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,Concedido em 03/07/2020
476,NORTE ENERGIA S.A,Concedido em 14/09/2020
477,NORTE HOTELARIA S/A,Concedido em 09/03/2020
478,NORTE SALINEIRA S/A INDÚSTRIA E COMERCIO,Concedido em 24/10/1989
479,NORTEC QUIMICA S.A.,Concedido em 23/11/2012
480,NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.,Concedido em 19/04/2018
481,NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS,Concedido em 18/04/2019
482,NUTRIPLANT INDUSTRIA E COMÉRCIO S/A,Concedido em 11/02/2008
483,OCEANA OFFSHORE S.A.,Concedido em 11/06/2015
484,OCTANTE SECURITIZADORA SA,Concedido em 14/02/2011
485,ODONTOPREV S/A,Concedido em 13/06/2006
486,OI S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 27/03/1980
487,OMEGA GERAÇÃO S.A.,Concedido em 07/07/2014
488,OPPORTUNITY ENERGIA E PARTICIPAÇÕES S.A.,Concedido em 06/03/1998
489,OSX BRASIL S.A.,Concedido em 26/02/2008
490,OURINVEST SECURITIZADORA S.A.,Concedido em 10/11/2010
491,OURO FINO SAÚDE ANIMAL PARTICIPAÇÕES S.A.,Concedido em 17/10/2014
492,OURO VERDE LOCAÇÃO E SERVIÇO S.A.,Concedido em 14/11/2013
493,OYAMOTA DO BRASIL S/A,Concedido em 28/08/2019
494,PACAEMBU CONSTRUTORA S.A.,Concedido em 01/10/2020
495,PADTEC HOLDING S.A.,Concedido em 02/08/1999
496,PAGRISA - PARÁ PASTORIL E AGRÍCOLA S/A,Concedido em 18/04/1990
497,PAN ARRENDAMENTO MERCANTIL S.A.,Concedido em 25/01/2000
498,PANATLANTICA SA,Concedido em 29/12/1971
499,PARANA BANCO S.A.,Concedido em 11/06/2007
500,PARANAPANEMA SA,Concedido em 20/07/1977
501,PARCOM PARTICIPACOES SA,Concedido em 22/12/1994
502,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,Concedido em 12/12/1983
503,PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,Concedido em 04/05/1999
504,PATRIMAR ENGENHARIA S.A.,Concedido em 10/11/2020
505,PAULISTA PRAIA HOTEL S/A,Concedido em 01/10/2007
506,PBG S/A,Concedido em 04/01/1991
507,PDG COMPANHIA SECURITIZADORA - EM RECUPERAÇÃO JUDICIAL,Concedido em 03/10/2008
508,PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL,Concedido em 23/01/2007
509,PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,Concedido em 09/09/2020
510,PETRO RIO S.A.,Concedido em 21/10/2010
511,PETROBRAS DISTRIBUIDORA SA,Concedido em 12/12/2017
512,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,Concedido em 20/07/1977
513,PETROLEO LUB DO NORDESTE SA,Concedido em 24/10/1975
514,PETTENATI SA IND TEXTIL,Concedido em 04/02/1981
515,PJBANK SECURITIZADORA S.A.,Concedido em 04/10/2019
516,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,Concedido em 04/09/2020
517,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,Concedido em 19/04/1989
518,POLO CAPITAL SECURITIZADORA S/A,Concedido em 22/09/2010
519,POLPAR S.A.,Concedido em 03/03/1989
520,POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL,Concedido em 28/12/2004
521,PORTO SEGURO SA,Concedido em 28/11/1997
522,PORTO SUDESTE V.M. S.A.,Concedido em 11/11/2014
523,PORTUENSE FERRAGENS S/A,Concedido em 20/07/1977
524,POSITIVO TECNOLOGIA S.A.,Concedido em 06/12/2006
525,PPLA PARTICIPATIONS LTD.,Concedido em 24/04/2012
526,PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.,Concedido em 27/09/2018
527,PRINER SERVIÇOS INDUSTRIAIS S.A.,Concedido em 02/10/2017
528,PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL,Concedido em 11/02/1982
529,PRODUTORES ENERGETICOS DE MANSO SA,Concedido em 07/02/2002
530,PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS,Concedido em 24/10/2006
531,PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO,Concedido em 11/08/2014
532,PROMPT PARTICIPAÇÕES S.A.,Concedido em 18/06/1999
533,QUALICORP SA,Concedido em 17/06/2011
534,QUALITY SOFTWARE S.A.,Concedido em 03/12/2013
535,RAIA DROGASIL S.A.,Concedido em 20/07/1977
536,RAÍZEN ENERGIA S.A.,Concedido em 21/10/2013
537,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,Concedido em 05/02/1993
538,RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,Concedido em 02/08/1999
539,REAG SECURITIES - SECURITIZADORA DE CRÉDITOS S/A,Concedido em 11/11/2015
540,REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,Concedido em 14/09/1999
541,REALCAFE SOLUVEL DO BRASIL S/A,Concedido em 13/10/2004
542,RECRUSUL SA,Concedido em 20/12/1985
543,REDE D'OR SÃO LUIZ S.A.,Concedido em 21/10/2019
544,REDE ENERGIA PARTICIPAÇÕES S.A.,Concedido em 16/10/1969
545,REFINARIA PET MANGUINHOS SA,Concedido em 14/05/1970
546,REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A,Concedido em 10/05/2012
547,RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.,Concedido em 22/10/2015
548,RENOVA ENERGIA S.A. -  EM RECUPERAÇÃO JUDICIAL,Concedido em 20/08/2008
549,RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA,Concedido em 18/04/2008
550,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,Concedido em 13/10/1997
551,RIO CORTADO AGROPECUÁRIA S/A,Concedido em 25/07/2008
552,RIO PARANAPANEMA ENERGIA SA,Concedido em 14/07/1999
553,RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,Concedido em 06/04/2018
554,RIVA 9 EMPREENDIMENTOS IMOBILIARIOS S/A,Concedido em 28/07/2020
555,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Concedido em 18/01/2007
556,RODONORTE - CONC. ROD. INTEGRADAS S.A.,Concedido em 12/11/2001
557,RODOVIAS DAS COLINAS S.A.,Concedido em 25/04/2013
558,ROMAXIS SECURITIZADORA S.A.,Concedido em 22/03/2019
559,ROSSI RESIDENCIAL SA,Concedido em 01/07/1997
560,RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.,Concedido em 17/09/2018
561,RUMO MALHA NORTE S.A.,Concedido em 27/12/1995
562,RUMO MALHA OESTE S.A.,Concedido em 20/10/1998
563,RUMO MALHA PAULISTA S.A.,Concedido em 12/11/1998
564,RUMO MALHA SUL S.A.,Concedido em 29/08/1996
565,RUMO S.A.,Concedido em 02/07/1998
566,SABER SERVIÇOS EDUCACIONAIS S.A.,Concedido em 13/08/2018
567,SALUS INFRAESTRUTURA PORTUÁRIA S.A.,Concedido em 05/01/2015
568,SANEAMENTO DE GOIAS SA,Concedido em 11/12/2001
569,SANESALTO SANEAMENTO SA,Concedido em 21/09/2004
570,SANSUY SA INDÚSTRIA  DE PLASTICOS,Concedido em 06/05/1986
571,SANTA CATARINA PART INVEST SA,Concedido em 13/12/1995
572,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,Concedido em 29/06/1995
573,SANTO ANTONIO ENERGIA S.A.,Concedido em 28/04/2014
574,SANTOS BRASIL PARTICIPAÇÕES S.A.,Concedido em 09/11/1998
575,SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A,Concedido em 25/03/1991
576,SAO FRANCISCO TEXTIL S/A,Concedido em 29/11/2005
577,SÃO MARTINHO SA,Concedido em 07/02/2007
578,SÃO PAULO TURISMO S. A.,Concedido em 20/10/1977
579,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Concedido em 20/07/1977
580,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Concedido em 06/01/2021
581,SCHULZ SA,Concedido em 19/12/1994
582,SEIVA S.A. - FLORESTAS E INDÚSTRIAS,Concedido em 11/12/1981
583,SENDAS DISTRIBUIDORA S.A.,Concedido em 11/12/2020
584,SENECA COMPANHIA SECURITIZADORA,Concedido em 17/08/2015
585,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,Concedido em 05/10/2020
586,SER EDUCACIONAL S.A.,Concedido em 18/10/2013
587,SERRA AZUL WATER PARK SA,Concedido em 26/07/1995
588,SIDERURGICA J L ALIPERTI SA,Concedido em 06/06/1986
589,SIMPAR S.A.,Concedido em 29/07/2020
590,SINQIA S.A.,Concedido em 26/04/2012
591,SLC AGRICOLA SA,Concedido em 12/06/2007
592,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,Concedido em 20/10/2017
593,SMILES FIDELIDADE S.A.,Concedido em 10/10/2017
594,SNB PARTICIPACOES SA,Concedido em 09/03/1994
595,SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,Concedido em 29/04/1997
596,SONDOTECNICA ENGENHARIA DE SOLOS S/A.,Concedido em 19/08/1980
597,SPERAFICO DA AMAZONIA S/A,Concedido em 11/10/1989
598,SPRINGER SA,Concedido em 24/10/1968
599,SPRINGS GLOBAL PARTICIPAÇÕES S/A,Concedido em 25/07/2007
600,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,Concedido em 18/09/2017
601,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,Concedido em 19/09/2011
602,SUCONOR S/A,Concedido em 08/05/1990
603,SUDESTE SA,Concedido em 10/11/1997
604,SUGOI S.A.,Concedido em 19/07/2016
605,SUL 116 PARTICIPAÇÕES S.A.,Concedido em 03/09/1997
606,SUL AMERICA S/A,Concedido em 03/10/2007
607,SUZANO HOLDING S.A.,Concedido em 11/03/1982
608,SUZANO S.A.,Concedido em 15/04/1992
609,T4F ENTRETENIMENTO SA,Concedido em 11/04/2011
610,TAURUS ARMAS S.A.,Concedido em 02/03/1982
611,TBM-TÊXTIL BEZERRA DE MENEZES SA,Concedido em 17/12/2013
612,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,Concedido em 27/10/2016
613,TECBLU - TECELAGEM BLUMENAU S/A.,Concedido em 28/04/1971
614,TECELAGEM TEXITA S/A,Concedido em 03/01/1990
615,TECHNOS SA,Concedido em 28/06/2011
616,TECNISA S/A,Concedido em 09/01/2007
617,TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL,Concedido em 20/07/1977
618,TEGMA GESTÃO LOGÍSTICA SA,Concedido em 28/06/2007
619,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,Concedido em 04/12/1969
620,TEKNO S.A. INDÚSTRIA E COMÉRCIO,Concedido em 20/07/1977
621,TELEC. BRASILEIRAS S.A. - TELEBRÁS,Concedido em 21/01/1981
622,TELEFÔNICA BRASIL S.A.,Concedido em 19/08/1998
623,TERMELÉTRICA PERNAMBUCO III S.A.,Concedido em 10/12/2013
624,TERMINAIS PORT. DA PONTA DO FÉLIX S/A,Concedido em 27/02/1996
625,TERMINAL GARAGEM MENEZES CORTES SA,Concedido em 17/01/2000
626,TERMOPERNAMBUCO SA,Concedido em 31/10/2005
627,TERRA SANTA AGRO S.A.,Concedido em 09/11/2006
628,TEXITA COMPANHIA TEXTIL TANGARA,Concedido em 03/01/1990
629,TÊXTIL RENAUXVIEW S/A,Concedido em 11/08/1969
630,TIM S.A.,Concedido em 17/03/2020
631,TOTVS S.A,Concedido em 07/03/2006
632,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,Concedido em 05/12/2002
633,TRACK & FIELD CO S.A,Concedido em 22/10/2020
634,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA,Concedido em 05/11/2010
635,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Concedido em 06/09/2006
636,TRANSNORDESTINA LOGISTICA SA,Concedido em 11/01/2007
637,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS XIV S.A,Concedido em 04/11/2020
638,TRAVESSIA SECURITIZADORA S.A.,Concedido em 09/02/2017
639,TREVISA  INVESTIMENTOS SA,Concedido em 15/12/1980
640,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,Concedido em 25/02/2013
641,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,Concedido em 14/10/2020
642,TRISUL S/A,Concedido em 10/10/2007
643,TRONOX PIGMENTOS DO BRASIL S.A.,Concedido em 23/12/1970
644,TRUE SECURITIZADORA S.A.,Concedido em 25/11/2010
645,TRX SECURITIZADORA S.A.,Concedido em 02/03/2011
646,TUPY SA,Concedido em 01/07/1966
647,ULTRAPAR PARTICIPAÇÕES SA,Concedido em 27/09/1999
648,UNICASA INDÚSTRIA DE MÓVEIS S.A.,Concedido em 25/04/2012
649,UNIDAS S/A,Concedido em 29/07/2008
650,UNIPAR CARBOCLORO S.A.,Concedido em 08/12/1971
651,UP ENGENHARIA E URBANISMO S.A.,Concedido em 04/11/2019
652,UPTICK PARTICIPACOES SA,Concedido em 19/11/1997
653,USINA TERMELÉTRICA PAMPA SUL S.A.,Concedido em 04/05/2020
654,USINAS SIDERURGICAS DE MINAS GERAIS SA,Concedido em 11/04/1994
655,VALE BONITO AGROPECUÁRIA S/A,Concedido em 29/09/2011
656,VALE S.A.,Concedido em 02/01/1970
657,VALID SOLUÇÕES S.A.,Concedido em 12/04/2006
658,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",Concedido em 30/04/2019
659,VENTOS DO SUL ENERGIA S.A.,Concedido em 12/09/2019
660,VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.,Concedido em 12/12/2017
661,VERT COMPANHIA SECURITIZADORA,Concedido em 25/08/2016
662,VIA VAREJO S.A.,Concedido em 24/11/1981
663,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,Concedido em 24/08/2012
664,VIARONDON CONCESSIONÁRIA DE RODOVIA SA,Concedido em 21/07/2011
665,VIDEOLAR - INNOVA S.A.,Concedido em 07/08/2001
666,VISION SECURITIZADORA,Concedido em 29/08/2007
667,VIVARA PARTICIPAÇÕES S.A.,Concedido em 08/10/2019
668,VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL,Concedido em 23/05/2007
669,VIX LOGÍSTICA S/A,Concedido em 27/11/2007
670,VULCABRAS|AZALEIA S.A.,Concedido em 20/07/1977
671,WEG SA,Concedido em 09/02/1982
672,WETZEL S.A. EM RECUPERAÇÃO JUDICIAL,Concedido em 09/10/1984
673,WHIRLPOOL S.A,Concedido em 22/04/1994
674,WILSON SONS LIMITED,Concedido em 25/04/2007
675,WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.,Concedido em 11/05/2015
676,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,Concedido em 07/01/1971
677,WTC AMAZONAS SUITE HOTEL S.A.,Concedido em 18/09/1996
678,WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.,Concedido em 30/10/1997
679,YDUQS PARTICIPACOES S.A.,Concedido em 26/07/2007
680,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.,Concedido em 26/05/2015
681,XILOLITE S/A,Concedido em 11/01/1991
682,XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A,Concedido em 22/03/2006
683,2W ENERGIA S.A.,Concedido em 29/10/2020
684,3R PETROLEUM OLÉO E GÁS S.A.,Concedido em 09/11/2020
685,521 PARTICIPAÇOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,Concedido em 11/07/1997
686,524 PARTICIPAÇOES SA,Concedido em 30/05/1997
